Date,Close
2012-06-27,87503.0
2012-06-28,87524.0
2012-06-29,87533.0
2012-07-02,87542.0
2012-07-03,87546.0
2012-07-04,87559.0
2012-07-05,87581.0
2012-07-06,87594.0
2012-07-09,87602.0
2012-07-10,87615.0
2012-07-11,87624.0
2012-07-12,87689.0
2012-07-13,87715.0
2012-07-16,87715.0
2012-07-17,87732.0
2012-07-18,87741.0
2012-07-19,87775.0
2012-07-20,87775.0
2012-07-23,87801.0
2012-07-24,87801.0
2012-07-25,87819.0
2012-07-26,87840.0
2012-07-27,87836.0
2012-07-30,87840.0
2012-07-31,87849.0
2012-08-01,87853.0
2012-08-02,87879.0
2012-08-03,87892.0
2012-08-06,87892.0
2012-08-07,87905.0
2012-08-08,87905.0
2012-08-09,87922.0
2012-08-10,87927.0
2012-08-13,87931.0
2012-08-14,87931.0
2012-08-16,87935.0
2012-08-17,87935.0
2012-08-20,87944.0
2012-08-21,87948.0
2012-08-22,87961.0
2012-08-23,87979.0
2012-08-24,87987.0
2012-08-27,87996.0
2012-08-28,88009.0
2012-08-29,88022.0
2012-08-30,88039.0
2012-08-31,88061.0
2012-09-03,88069.0
2012-09-04,88074.0
2012-09-05,88078.0
2012-09-06,88100.0
2012-09-07,88108.0
2012-09-10,88108.0
2012-09-11,88117.0
2012-09-12,88126.0
2012-09-13,88126.0
2012-09-14,88121.0
2012-09-17,88134.0
2012-09-18,88147.0
2012-09-19,88143.0
2012-09-20,88164.0
2012-09-21,88186.0
2012-09-24,88190.0
2012-09-25,88199.0
2012-09-26,88203.0
2012-09-27,88225.0
2012-09-28,88238.0
2012-10-02,88247.0
2012-10-04,88273.0
2012-10-05,88281.0
2012-10-08,88290.0
2012-10-09,88294.0
2012-10-10,88316.0
2012-10-11,88337.0
2012-10-12,88342.0
2012-10-15,88346.0
2012-10-16,88346.0
2012-10-17,88350.0
2012-10-18,88372.0
2012-10-19,88376.0
2012-10-22,88389.0
2012-10-23,88385.0
2012-10-24,88398.0
2012-10-25,88411.0
2012-10-26,88428.0
2012-10-29,88424.0
2012-10-30,88441.0
2012-10-31,88450.0
2012-11-01,88471.0
2012-11-02,88480.0
2012-11-05,88489.0
2012-11-06,88493.0
2012-11-07,88493.0
2012-11-08,88523.0
2012-11-09,88523.0
2012-11-12,88528.0
2012-11-13,88536.0
2012-11-14,88541.0
2012-11-15,88554.0
2012-11-16,88567.0
2013-06-21,89928.0
2013-06-24,89928.0
2013-06-25,89932.0
2013-06-26,89941.0
2013-06-27,89968.0
2013-06-28,89990.0
2013-07-01,89999.0
2013-07-02,90017.0
2013-07-03,90025.0
2013-07-04,90048.0
2013-07-05,90052.0
2013-07-08,90056.0
2013-07-09,90056.0
2013-07-10,90074.0
2013-07-11,90101.0
2013-07-12,90096.0
2013-07-15,90105.0
2013-07-16,90114.0
2013-07-17,90114.0
2013-07-18,90136.0
2013-07-19,90145.0
2013-07-22,90150.0
2013-07-23,90150.0
2013-07-24,90145.0
2013-07-25,90159.0
2013-07-26,90159.0
2013-07-29,90167.0
2013-07-30,90172.0
2013-07-31,90176.0
2013-08-01,90203.0
2013-08-02,90212.0
2013-08-05,90221.0
2013-08-06,90225.0
2013-08-07,90247.0
2013-08-08,90256.0
2013-08-09,90270.0
2013-08-12,90274.0
2013-08-13,90270.0
2013-08-14,90283.0
2013-08-16,90283.0
2013-08-19,90296.0
2013-08-20,90301.0
2013-08-21,90314.0
2013-08-22,90314.0
2013-08-23,90323.0
2013-08-26,90332.0
2013-08-27,90341.0
2013-08-28,90345.0
2013-08-29,90372.0
2013-08-30,90376.0
2013-09-02,90376.0
2013-09-03,90389.0
2013-09-04,90398.0
2013-09-05,90407.0
2013-09-06,90407.0
2013-09-09,90416.0
2013-09-10,90429.0
2013-09-11,90438.0
2013-09-12,90460.0
2013-09-13,90465.0
2013-09-16,90496.0
2013-09-17,90509.0
2013-09-23,90518.0
2013-09-24,90518.0
2013-09-25,90518.0
2013-09-26,90545.0
2013-09-27,90545.0
2013-09-30,90558.0
2013-10-01,90567.0
2013-10-02,90585.0
2013-10-04,90598.0
2013-10-07,90611.0
2013-10-08,90620.0
2013-10-10,90634.0
2013-10-11,90638.0
2013-10-14,90651.0
2013-10-15,90660.0
2013-10-16,90660.0
2013-10-17,90691.0
2013-10-18,90691.0
2013-10-21,90696.0
2013-10-22,90700.0
2013-10-23,90713.0
2013-10-24,90731.0
2013-10-25,90731.0
2013-10-28,90736.0
2013-10-29,90736.0
2013-10-30,90745.0
2013-10-31,90762.0
2013-11-01,90762.0
2013-11-04,90780.0
2013-11-05,90780.0
2013-11-06,90785.0
2013-11-07,90807.0
2013-11-08,90816.0
2013-11-11,90807.0
2013-11-12,90807.0
2013-11-13,90816.0
2013-11-14,90838.0
2013-11-15,90847.0
2014-06-24,92211.0
2014-06-25,92220.0
2014-06-26,92238.0
2014-06-27,92238.0
2014-06-30,92247.0
2014-07-01,92266.0
2014-07-02,92284.0
2014-07-03,92302.0
2014-07-04,92316.0
2014-07-07,92316.0
2014-07-08,92320.0
2014-07-09,92334.0
2014-07-10,92352.0
2014-07-11,92370.0
2014-07-14,92379.0
2014-07-15,92379.0
2014-07-16,92389.0
2014-07-17,92425.0
2014-07-18,92439.0
2014-07-21,92452.0
2014-07-22,92457.0
2014-07-23,92470.0
2014-07-24,92489.0
2014-07-25,92493.0
2014-07-28,92507.0
2014-07-29,92502.0
2014-07-30,92516.0
2014-07-31,92534.0
2014-08-01,92543.0
2014-08-04,92543.0
2014-08-05,92552.0
2014-08-06,92557.0
2014-08-07,92575.0
2014-08-08,92584.0
2014-08-11,92593.0
2014-08-12,92607.0
2014-08-13,92630.0
2014-08-14,92603.0
2014-08-18,92639.0
2014-08-19,92639.0
2014-08-20,92648.0
2014-08-21,92657.0
2014-08-22,92666.0
2014-08-25,92671.0
2014-08-26,92680.0
2014-08-27,92684.0
2014-08-28,92703.0
2014-08-29,92712.0
2014-09-01,92721.0
2014-09-02,92725.0
2014-09-03,92735.0
2014-09-04,92762.0
2014-09-05,92871.0
2014-09-11,92803.0
2014-09-12,92826.0
2014-09-15,92871.0
2014-09-16,92871.0
2014-09-17,92862.0
2014-09-18,92876.0
2014-09-19,92885.0
2014-09-22,92885.0
2014-09-23,92898.0
2014-09-24,92894.0
2014-09-25,92908.0
2014-09-26,92921.0
2014-09-29,92930.0
2014-09-30,92939.0
2014-10-01,92971.0
2014-10-02,92989.0
2014-10-06,92999.0
2014-10-07,93008.0
2014-10-08,93017.0
2014-10-10,93026.0
2014-10-13,93030.0
2014-10-14,93030.0
2014-10-15,93044.0
2014-10-16,93067.0
2014-10-17,93071.0
2014-10-20,93081.0
2014-10-21,93090.0
2014-10-22,93094.0
2014-10-23,93108.0
2014-10-24,93112.0
2014-10-27,93126.0
2014-10-28,93122.0
2014-10-29,93131.0
2014-10-30,93153.0
2014-10-31,93153.0
2014-11-03,93167.0
2014-11-04,93172.0
2014-11-05,93194.0
2014-11-06,93213.0
2014-11-07,93217.0
2014-11-10,93226.0
2014-11-11,93222.0
2014-11-12,93213.0
2014-11-13,93226.0
2014-11-14,93231.0
2014-11-17,93240.0
2014-11-18,93244.0
2015-06-29,94394.0
2015-06-30,94403.0
2015-07-01,94417.0
2015-07-02,94422.0
2015-07-03,94427.0
2015-07-06,94431.0
2015-07-07,94436.0
2015-07-08,94445.0
2015-07-09,94455.0
2015-07-10,94464.0
2015-07-13,94469.0
2015-07-14,94469.0
2015-07-15,94478.0
2015-07-16,94487.0
2015-07-17,94492.0
2015-07-20,94497.0
2015-07-21,94492.0
2015-07-22,94501.0
2015-07-23,94515.0
2015-07-24,94520.0
2015-07-27,94529.0
2015-07-28,94525.0
2015-07-29,94529.0
2015-07-30,94543.0
2015-07-31,94539.0
2015-08-03,94548.0
2015-08-04,94548.0
2015-08-05,94557.0
2015-08-06,94567.0
2015-08-07,94567.0
2015-08-10,94571.0
2015-08-11,94581.0
2015-08-12,94590.0
