Date,Close
2010-06-24,17421.0
2010-06-25,17257.0
2010-06-28,17326.0
2010-06-29,17116.0
2010-06-30,16963.0
2010-07-01,16776.0
2010-07-02,16673.0
2010-07-05,16715.0
2010-07-06,16814.0
2010-07-07,16703.0
2010-07-08,16986.0
2010-07-09,17246.0
2010-07-12,17337.0
2010-07-13,17395.0
2010-07-14,17639.0
2010-07-15,17582.0
2010-07-16,17410.0
2010-07-19,17292.0
2010-07-20,17322.0
2010-07-21,17494.0
2010-07-22,17364.0
2010-07-23,17590.0
2010-07-26,17723.0
2010-07-27,17716.0
2010-07-28,17784.0
2010-07-29,17773.0
2010-07-30,17627.0
2010-08-02,17884.0
2010-08-03,17945.0
2010-08-04,17930.0
2010-08-05,17876.0
2010-08-06,17876.0
2010-08-09,17922.0
2010-08-10,17807.0
2010-08-11,17562.0
2010-08-12,17245.0
2010-08-13,17440.0
2010-08-16,17402.0
2010-08-17,17547.0
2010-08-18,17597.0
2010-08-19,17830.0
2010-08-20,17754.0
2010-08-23,17731.0
2010-08-24,17627.0
2010-08-25,17363.0
2010-08-26,17321.0
2010-08-27,17333.0
2010-08-30,17635.0
2010-08-31,17467.0
2010-09-01,17669.0
2010-09-02,17761.0
2010-09-03,17780.0
2010-09-06,17922.0
2010-09-07,17857.0
2010-09-08,17750.0
2010-09-09,17842.0
2010-09-10,17999.0
2010-09-13,18179.0
2010-09-14,18156.0
2010-09-15,18205.0
2010-09-16,18106.0
2010-09-17,18244.0
2010-09-20,18274.0
2010-09-24,18374.0
2010-09-27,18554.0
2010-09-28,18515.0
2010-09-29,18634.0
2010-09-30,18649.0
2010-10-01,18715.0
2010-10-04,18737.0
2010-10-05,18768.0
2010-10-06,19025.0
2010-10-07,18994.0
2010-10-08,18925.0
2010-10-11,18879.0
2010-10-12,18592.0
2010-10-13,18676.0
2010-10-14,18937.0
2010-10-15,18956.0
2010-10-18,18695.0
2010-10-19,18443.0
2010-10-20,18581.0
2010-10-21,18619.0
2010-10-22,18841.0
2010-10-25,19059.0
2010-10-26,19063.0
2010-10-27,19002.0
2010-10-28,18963.0
2010-10-29,18795.0
2010-11-01,19044.0
2010-11-02,19059.0
2010-11-03,19205.0
2010-11-04,19300.0
2010-11-05,19300.0
2010-11-08,19358.0
2010-11-09,19400.0
2010-11-10,19618.0
2010-11-11,19446.0
2010-11-12,19109.0
2010-11-15,19139.0
2011-06-24,21441.0
2011-06-27,21185.0
2011-06-28,21150.0
2011-06-29,21468.0
2011-06-30,21530.0
2011-07-01,21786.0
2011-07-04,22062.0
2011-07-05,22198.0
2011-07-06,22271.0
2011-07-07,22396.0
2011-07-08,22361.0
2011-07-11,22116.0
2011-07-12,21651.0
2011-07-13,21759.0
2011-07-14,21701.0
2011-07-15,21895.0
2011-07-18,21620.0
2011-07-19,21635.0
2011-07-20,22000.0
2011-07-21,21872.0
2011-07-22,22132.0
2011-07-25,21926.0
2011-07-26,22066.0
2011-07-27,22139.0
2011-07-28,21930.0
2011-07-29,21661.0
2011-08-01,22089.0
2011-08-02,21533.0
2011-08-03,20892.0
2011-08-04,20414.0
2011-08-05,19687.0
2011-08-08,18937.0
2011-08-09,18237.0
2011-08-10,18237.0
2011-08-11,18260.0
2011-08-12,18035.0
2011-08-16,18874.0
2011-08-17,18995.0
2011-08-18,18610.0
2011-08-19,17471.0
2011-08-22,17156.0
2011-08-23,17798.0
2011-08-24,17600.0
2011-08-25,17732.0
2011-08-26,17879.0
2011-08-29,18389.0
2011-08-30,18583.0
2011-08-31,18917.0
2011-09-01,18898.0
2011-09-02,18707.0
2011-09-05,17887.0
2011-09-06,17743.0
2011-09-07,18462.0
2011-09-08,18552.0
2011-09-09,18190.0
2011-09-14,17646.0
2011-09-15,17887.0
2011-09-16,18567.0
2011-09-19,18408.0
2011-09-20,18602.0
2011-09-21,18758.0
2011-09-22,18101.0
2011-09-23,17125.0
2011-09-26,16748.0
2011-09-27,17646.0
2011-09-28,17456.0
2011-09-29,17957.0
2011-09-30,17973.0
2011-10-04,17362.0
2011-10-05,17032.0
2011-10-06,17491.0
2011-10-07,17996.0
2011-10-10,18019.0
2011-10-11,18342.0
2011-10-12,18482.0
2011-10-13,18587.0
2011-10-14,18692.0
2011-10-17,18979.0
2011-10-18,18672.0
2011-10-19,18913.0
2011-10-20,18389.0
2011-10-21,18696.0
2011-10-24,19356.0
2011-10-25,19306.0
2011-10-26,19337.0
2011-10-27,19667.0
2011-10-28,19757.0
2011-10-31,19597.0
2011-11-01,19531.0
2011-11-02,19384.0
2011-11-03,19065.0
2011-11-04,19702.0
2011-11-07,19586.0
2011-11-08,19407.0
2011-11-09,19496.0
2011-11-10,18556.0
2011-11-11,18968.0
2011-11-14,19372.0
2011-11-15,19255.0
2011-11-16,18882.0
2012-06-27,18936.0
2012-06-28,18956.0
2012-06-29,19345.0
2012-07-02,19317.0
2012-07-03,19471.0
2012-07-04,19565.0
2012-07-05,19534.0
2012-07-06,19329.0
2012-07-09,19105.0
2012-07-10,19026.0
2012-07-11,18987.0
2012-07-12,18621.0
2012-07-13,18857.0
2012-07-16,18912.0
2012-07-17,18960.0
2012-07-18,18712.0
2012-07-19,18991.0
2012-07-20,19015.0
2012-07-23,18653.0
2012-07-24,18704.0
2012-07-25,18476.0
2012-07-26,18594.0
2012-07-27,19144.0
2012-07-30,19329.0
2012-07-31,19739.0
2012-08-01,19751.0
2012-08-02,19632.0
2012-08-03,19369.0
2012-08-06,19770.0
2012-08-07,19810.0
2012-08-08,19991.0
2012-08-09,20420.0
2012-08-10,20463.0
2012-08-13,20313.0
2012-08-14,20553.0
2012-08-16,20561.0
2012-08-17,20428.0
2012-08-20,20404.0
2012-08-21,20361.0
2012-08-22,20246.0
2012-08-23,20321.0
2012-08-24,20065.0
2012-08-27,19991.0
2012-08-28,19943.0
2012-08-29,20058.0
2012-08-30,19794.0
2012-08-31,19739.0
2012-09-03,19806.0
2012-09-04,19739.0
2012-09-05,19369.0
2012-09-06,19447.0
2012-09-07,20030.0
2012-09-10,19991.0
2012-09-11,19904.0
2012-09-12,20254.0
2012-09-13,20270.0
2012-09-14,20908.0
2012-09-17,20829.0
2012-09-18,20833.0
2012-09-19,20884.0
2012-09-20,20707.0
2012-09-21,20774.0
2012-09-24,20782.0
2012-09-25,20707.0
2012-09-26,20522.0
2012-09-27,20675.0
2012-09-28,20711.0
2012-10-02,20691.0
2012-10-04,20656.0
2012-10-05,20672.0
2012-10-08,20530.0
2012-10-09,20542.0
2012-10-10,20144.0
2012-10-11,19963.0
2012-10-12,19908.0
2012-10-15,19841.0
2012-10-16,20046.0
2012-10-17,20176.0
2012-10-18,20294.0
2012-10-19,20132.0
2012-10-22,20042.0
2012-10-23,19880.0
2012-10-24,19711.0
2012-10-25,19837.0
2012-10-26,19495.0
2012-10-29,19546.0
2012-10-30,19589.0
2012-10-31,19758.0
2012-11-01,19554.0
2012-11-02,19786.0
2012-11-05,19684.0
2012-11-06,19900.0
2012-11-07,20006.0
2012-11-08,19691.0
2012-11-09,19577.0
2012-11-12,19566.0
2012-11-13,19455.0
2012-11-14,19538.0
2012-11-15,19294.0
2012-11-16,19188.0
2013-06-21,18732.0
2013-06-24,18554.0
2013-06-25,18419.0
2013-06-26,18364.0
2013-06-27,18923.0
2013-06-28,19173.0
2013-07-01,19157.0
2013-07-02,19141.0
2013-07-03,18792.0
2013-07-04,18911.0
2013-07-05,18855.0
2013-07-08,18673.0
2013-07-09,18832.0
2013-07-10,18689.0
2013-07-11,19339.0
2013-07-12,19220.0
2013-07-15,19268.0
2013-07-16,19189.0
2013-07-17,19375.0
2013-07-18,19228.0
2013-07-19,19208.0
2013-07-22,19268.0
2013-07-23,19538.0
2013-07-24,19613.0
2013-07-25,19613.0
2013-07-26,19649.0
2013-07-29,19585.0
2013-07-30,19724.0
2013-07-31,19677.0
2013-08-01,19696.0
2013-08-02,19792.0
2013-08-05,19684.0
2013-08-06,19498.0
2013-08-07,19220.0
2013-08-08,19264.0
2013-08-09,19271.0
2013-08-12,19307.0
2013-08-13,19585.0
2013-08-14,19724.0
2013-08-16,19677.0
2013-08-19,19684.0
2013-08-20,19391.0
2013-08-21,19160.0
2013-08-22,19005.0
2013-08-23,19232.0
2013-08-26,19442.0
2013-08-27,19414.0
2013-08-28,19466.0
2013-08-29,19760.0
2013-08-30,19915.0
2013-09-02,19891.0
2013-09-03,19974.0
2013-09-04,19959.0
2013-09-05,20185.0
2013-09-06,20244.0
2013-09-09,20423.0
2013-09-10,20657.0
2013-09-11,20725.0
2013-09-12,20749.0
2013-09-13,20638.0
2013-09-16,20868.0
2013-09-17,20761.0
2013-09-23,20804.0
2013-09-24,20788.0
2013-09-25,20661.0
2013-09-26,20860.0
2013-09-27,20884.0
2013-09-30,20709.0
2013-10-01,20737.0
2013-10-02,20741.0
2013-10-04,20709.0
2013-10-07,20709.0
2013-10-08,20836.0
2013-10-10,20777.0
2013-10-11,21134.0
2013-10-14,21106.0
2013-10-15,21277.0
2013-10-16,21293.0
2013-10-17,21404.0
2013-10-18,21487.0
2013-10-21,21511.0
2013-10-22,21511.0
2013-10-23,21273.0
2013-10-24,21340.0
2013-10-25,21182.0
2013-10-28,21364.0
2013-10-29,21444.0
2013-10-30,21527.0
2013-10-31,21205.0
2013-11-01,21261.0
2013-11-04,21098.0
2013-11-05,20979.0
2013-11-06,20995.0
2013-11-07,20836.0
2013-11-08,20685.0
2013-11-11,20673.0
2013-11-12,20816.0
2013-11-13,20431.0
2013-11-14,20534.0
2013-11-15,20947.0
2014-06-24,20783.0
2014-06-25,20662.0
2014-06-26,20799.0
2014-06-27,20747.0
2014-06-30,20839.0
2014-07-01,20787.0
2014-07-02,20931.0
2014-07-03,20907.0
2014-07-04,20879.0
2014-07-07,20767.0
2014-07-08,20767.0
2014-07-09,20666.0
2014-07-10,20707.0
2014-07-11,20542.0
2014-07-14,20614.0
2014-07-15,20831.0
2014-07-16,20863.0
2014-07-17,20927.0
2014-07-18,20899.0
2014-07-21,20907.0
2014-07-22,21031.0
