as_of_date,etf_code,mbcr_name,listing_date,etf_div_name,etf_dvdn_cycl,etf_rprs_bstp_kor_isnm,n_components,etf_cnfg_issu_cnt,top5_concentration,top10_concentration,herfindahl_index,effective_n,stck_prpr,nav,nav_float,prdy_last_nav,prdy_last_nav_float,premium_rate,dprt,trc_errt,trc_errt_float,aum_official,aum_components_sum,frgn_hldn_qty_rate,lp_hldn_rate,acml_vol,acml_tr_pbmn,stck_dryy_hgpr,stck_dryy_lwpr,weighted_avg_per,weighted_avg_pbr,weighted_avg_market_cap,turnover
2025-12-01,069500,삼성자산운용(ETF),20021014,수익증권형,3,KOSPI200,100,201.0,0.5037815391207094,0.5901592760883597,0.10804436618890832,9.255457135558249,55570.0,55579.94,55579.94,55623.18,55623.18,-0.02,-0.02,0.70,0.7,107519.0,2644860910.0,25.75,0.0,4578688.0,,60010.0,30261.0,24.290641762917954,3.0955741928712364,2441741.9154779296,0.0
