short_code,std_code,name
023590,KR7023590003,다우기술
024110,KR7024110009,기업은행
025540,KR7025540006,한국단자
025860,KR7025860008,남해화학
026960,KR7026960005,동서
028050,KR7028050003,삼성E&A
028100,KR7028100006,동아지질
028260,KR7028260008,삼성물산
028670,KR7028670008,팬오션
029780,KR7029780004,삼성카드
030000,KR7030000004,제일기획
030190,KR7030190003,NICE평가정보
030200,KR7030200000,KT
031210,KR7031210008,서울보증보험
031430,KR7031430002,신세계인터내셔날
032640,KR7032640005,LG유플러스
032830,KR7032830002,삼성생명
033240,KR7033240003,자화전자
033780,KR7033780008,KT&G
034020,KR7034020008,두산에너빌리티
034120,KR7034120006,SBS
034220,KR7034220004,LG디스플레이
034730,KR7034730002,SK
035150,KR7035150002,백산
035250,KR7035250000,강원랜드
035420,KR7035420009,NAVER
035510,KR7035510007,신세계 I&C
036460,KR7036460004,한국가스공사
036530,KR7036530004,SNT홀딩스
036570,KR7036570000,엔씨소프트
039130,KR7039130000,하나투어
039490,KR7039490008,키움증권
042660,KR7042660001,한화오션
042670,KR7042670000,HD현대인프라코어
047040,KR7047040001,대우건설
047050,KR7047050000,포스코인터내셔널
047810,KR7047810007,한국항공우주
051600,KR7051600005,한전KPS
051900,KR7051900009,LG생활건강
051910,KR7051910008,LG화학
052690,KR7052690005,한전기술
053690,KR7053690004,한미글로벌
055550,KR7055550008,신한지주
058430,KR7058430000,포스코스틸리온
064350,KR7064350002,현대로템
064960,KR7064960008,SNT모티브
066570,KR7066570003,LG전자
066970,KR7066970005,엘앤에프
068270,KR7068270008,셀트리온
068290,KR7068290006,삼성출판사
069260,KR7069260008,TKG휴켐스
069620,KR7069620003,대웅제약
069960,KR7069960003,현대백화점
071050,KR7071050009,한국금융지주
071320,KR7071320006,지역난방공사
071970,KR7071970008,HD현대마린엔진
073240,KR7073240004,금호타이어
078930,KR7078930005,GS
079550,KR7079550000,LIG넥스원
079900,KR7079900007,전진건설로봇
081660,KR7081660003,미스토홀딩스
084010,KR7084010008,대한제강
084690,KR7084690007,대상홀딩스
086280,KR7086280005,현대글로비스
086790,KR7086790003,하나금융지주
088350,KR7088350004,한화생명
089590,KR7089590004,제주항공
089860,KR7089860001,롯데렌탈
090430,KR7090430000,아모레퍼시픽
094280,KR7094280005,효성ITX
096770,KR7096770003,SK이노베이션
097520,KR7097520001,엠씨넥스
097950,KR7097950000,CJ제일제당
100840,KR7100840008,SNT에너지
102460,KR7102460003,이연제약
103140,KR7103140000,풍산
105560,KR7105560007,KB금융
105630,KR7105630008,한세실업
108320,KR7108320003,LX세미콘
111770,KR7111770004,영원무역
112610,KR7112610001,씨에스윈드
114090,KR7114090004,GKL
117580,KR7117580001,대성에너지
120110,KR7120110002,코오롱인더
123690,KR7123690000,한국화장품
126720,KR7126720002,수산인더스트리
128940,KR7128940004,한미약품
130660,KR7130660004,한전산업
136490,KR7136490000,선진
137310,KR7137310009,에스디바이오센서
138040,KR7138040001,메리츠금융지주
138490,KR7138490008,코오롱ENP
138930,KR7138930003,BNK금융지주
139130,KR7139130009,iM금융지주
139480,KR7139480008,이마트
145720,KR7145720009,덴티움
161390,KR7161390000,한국타이어앤테크놀로지
161890,KR7161890009,한국콜마
170900,KR7170900005,동아에스티
175330,KR7175330000,JB금융지주
178920,KR7178920005,PI첨단소재
180640,KR7180640005,한진칼
181710,KR7181710005,NHN
185750,KR7185750007,종근당
192080,KR7192080000,더블유게임즈
192650,KR7192650000,드림텍
192820,KR7192820009,코스맥스
194370,KR7194370003,제이에스코퍼레이션
195870,KR7195870001,해성디에스
200880,KR7200880003,서연이화
204320,KR7204320006,HL만도
214320,KR7214320004,이노션
229640,KR7229640008,LS에코에너지
241560,KR7241560002,두산밥캣
241590,KR7241590009,화승엔터프라이즈
251270,KR7251270005,넷마블
259960,KR7259960003,크래프톤
267250,KR7267250009,HD현대
267260,KR7267260008,HD현대일렉트릭
267850,KR7267850006,아시아나IDT
268280,KR7268280005,미원에스씨
271560,KR7271560005,오리온
271940,KR7271940009,일진하이솔루스
271980,KR7271980005,제일약품
272450,KR7272450008,진에어
278470,KR7278470000,에이피알
280360,KR7280360009,롯데웰푸드
281820,KR7281820001,케이씨텍
282330,KR7282330000,BGF리테일
285130,KR7285130001,SK케미칼
286940,KR7286940002,롯데이노베이트
294870,KR7294870001,HDC현대산업개발
298000,KR7298000001,효성화학
298020,KR7298020009,효성티앤씨
298040,KR7298040007,효성중공업
298050,KR7298050006,HS효성첨단소재
300720,KR7300720000,한일시멘트
302440,KR7302440003,SK바이오사이언스
306200,KR7306200007,세아제강
307950,KR7307950006,현대오토에버
316140,KR7316140003,우리금융지주
322000,KR7322000001,HD현대에너지솔루션
323410,KR7323410001,카카오뱅크
326030,KR7326030004,SK바이오팜
329180,KR7329180004,HD현대중공업
336370,KR7336370002,솔루스첨단소재
339770,KR7339770000,교촌에프앤비
352820,KR7352820005,하이브
361610,KR7361610009,SK아이이테크놀로지
373220,KR7373220003,LG에너지솔루션
375500,KR7375500006,DL이앤씨
377300,KR7377300009,카카오페이
377740,KR7377740006,바이오노트
381970,KR7381970003,케이카
383220,KR7383220001,F&F
402340,KR7402340004,SK스퀘어
443060,KR7443060009,HD현대마린솔루션
450080,KR7450080007,에코프로머티
453340,KR7453340002,현대그린푸드
454910,KR7454910001,두산로보틱스
456040,KR7456040005,OCI
457190,KR7457190007,이수스페셜티케미컬
460860,KR7460860000,동국제강
462870,KR7462870007,시프트업
475560,KR7475560009,더본코리아
480370,KR7480370006,씨케이솔루션
483650,KR7483650008,달바글로벌
484870,KR7484870001,엠앤씨솔루션
487570,KR7487570004,HS효성
489790,KR7489790006,한화비전
499790,KR7499790004,GS피앤엘
