info_type,short_code,std_code,name
5,|201W1249,2|KR4201WC49,21|C 202512 492.5|2|00492.50| |2001|KOSP
5,|201W1249,5|KR4201WC49,54|C 202512 495.0|2|00495.00| |2001|KOSP
5,|201W1249,7|KR4201WC49,70|C 202512 497.5|2|00497.50| |2001|KOSP
5,|201W1250,0|KR4201WC50,01|C 202512 500.0|2|00500.00| |2001|KOSP
5,|201W1250,2|KR4201WC50,27|C 202512 502.5|2|00502.50| |2001|KOSP
5,|201W1250,5|KR4201WC50,50|C 202512 505.0|2|00505.00| |2001|KOSP
5,|201W1250,7|KR4201WC50,76|C 202512 507.5|2|00507.50| |2001|KOSP
5,|201W1251,0|KR4201WC51,00|C 202512 510.0|2|00510.00| |2001|KOSP
5,|201W1251,2|KR4201WC51,26|C 202512 512.5|2|00512.50| |2001|KOSP
5,|201W1251,5|KR4201WC51,59|C 202512 515.0|2|00515.00| |2001|KOSP
5,|201W1251,7|KR4201WC51,75|C 202512 517.5|2|00517.50| |2001|KOSP
5,|201W1252,0|KR4201WC52,09|C 202512 520.0|2|00520.00| |2001|KOSP
5,|201W1252,2|KR4201WC52,25|C 202512 522.5|2|00522.50| |2001|KOSP
5,|201W1252,5|KR4201WC52,58|C 202512 525.0|2|00525.00| |2001|KOSP
5,|201W1252,7|KR4201WC52,74|C 202512 527.5|2|00527.50| |2001|KOSP
5,|201W1253,0|KR4201WC53,08|C 202512 530.0|2|00530.00| |2001|KOSP
5,|201W1253,2|KR4201WC53,24|C 202512 532.5|2|00532.50| |2001|KOSP
5,|201W1253,5|KR4201WC53,57|C 202512 535.0|2|00535.00| |2001|KOSP
5,|201W1253,7|KR4201WC53,73|C 202512 537.5|2|00537.50| |2001|KOSP
5,|201W1254,0|KR4201WC54,07|C 202512 540.0|1|00540.00| |2001|KOSP
5,|201W1254,2|KR4201WC54,23|C 202512 542.5|3|00542.50| |2001|KOSP
5,|201W1254,5|KR4201WC54,56|C 202512 545.0|3|00545.00| |2001|KOSP
5,|201W1254,7|KR4201WC54,72|C 202512 547.5|3|00547.50| |2001|KOSP
5,|201W1255,0|KR4201WC55,06|C 202512 550.0|3|00550.00| |2001|KOSP
5,|201W1255,2|KR4201WC55,22|C 202512 552.5|3|00552.50| |2001|KOSP
5,|201W1255,5|KR4201WC55,55|C 202512 555.0|3|00555.00| |2001|KOSP
5,|201W1255,7|KR4201WC55,71|C 202512 557.5|3|00557.50| |2001|KOSP
5,|201W1256,0|KR4201WC56,05|C 202512 560.0|3|00560.00| |2001|KOSP
5,|201W1256,2|KR4201WC56,21|C 202512 562.5|3|00562.50| |2001|KOSP
5,|201W1256,5|KR4201WC56,54|C 202512 565.0|3|00565.00| |2001|KOSP
5,|201W1256,7|KR4201WC56,70|C 202512 567.5|3|00567.50| |2001|KOSP
5,|201W1257,0|KR4201WC57,04|C 202512 570.0|3|00570.00| |2001|KOSP
5,|201W1257,2|KR4201WC57,20|C 202512 572.5|3|00572.50| |2001|KOSP
5,|201W1257,5|KR4201WC57,53|C 202512 575.0|3|00575.00| |2001|KOSP
5,|201W1257,7|KR4201WC57,79|C 202512 577.5|3|00577.50| |2001|KOSP
5,|201W1258,0|KR4201WC58,03|C 202512 580.0|3|00580.00| |2001|KOSP
5,|201W1258,2|KR4201WC58,29|C 202512 582.5|3|00582.50| |2001|KOSP
5,|201W1258,5|KR4201WC58,52|C 202512 585.0|3|00585.00| |2001|KOSP
5,|201W1258,7|KR4201WC58,78|C 202512 587.5|3|00587.50| |2001|KOSP
5,|201W1259,0|KR4201WC59,02|C 202512 590.0|3|00590.00| |2001|KOSP
5,|201W1259,2|KR4201WC59,28|C 202512 592.5|3|00592.50| |2001|KOSP
5,|201W1259,5|KR4201WC59,51|C 202512 595.0|3|00595.00| |2001|KOSP
5,|201W1259,7|KR4201WC59,77|C 202512 597.5|3|00597.50| |2001|KOSP
5,|201W1260,0|KR4201WC60,09|C 202512 600.0|3|00600.00| |2001|KOSP
5,|201W1260,2|KR4201WC60,25|C 202512 602.5|3|00602.50| |2001|KOSP
5,|201W1260,5|KR4201WC60,58|C 202512 605.0|3|00605.00| |2001|KOSP
5,|201W1260,7|KR4201WC60,74|C 202512 607.5|3|00607.50| |2001|KOSP
5,|201W1261,0|KR4201WC61,08|C 202512 610.0|3|00610.00| |2001|KOSP
5,|201W1261,2|KR4201WC61,24|C 202512 612.5|3|00612.50| |2001|KOSP
5,|201W1261,5|KR4201WC61,57|C 202512 615.0|3|00615.00| |2001|KOSP
5,|201W1261,7|KR4201WC61,73|C 202512 617.5|3|00617.50| |2001|KOSP
5,|201W1262,0|KR4201WC62,07|C 202512 620.0|3|00620.00| |2001|KOSP
5,|201W1262,2|KR4201WC62,23|C 202512 622.5|3|00622.50| |2001|KOSP
5,|201W1262,5|KR4201WC62,56|C 202512 625.0|3|00625.00| |2001|KOSP
5,|201W1262,7|KR4201WC62,72|C 202512 627.5|3|00627.50| |2001|KOSP
5,|201W1263,0|KR4201WC63,06|C 202512 630.0|3|00630.00| |2001|KOSP
5,|201W1263,2|KR4201WC63,22|C 202512 632.5|3|00632.50| |2001|KOSP
5,|201W1263,5|KR4201WC63,55|C 202512 635.0|3|00635.00| |2001|KOSP
5,|201W1263,7|KR4201WC63,71|C 202512 637.5|3|00637.50| |2001|KOSP
5,|201W1264,0|KR4201WC64,05|C 202512 640.0|3|00640.00| |2001|KOSP
5,|201W1264,2|KR4201WC64,21|C 202512 642.5|3|00642.50| |2001|KOSP
5,|201W1264,5|KR4201WC64,54|C 202512 645.0|3|00645.00| |2001|KOSP
5,|201W1264,7|KR4201WC64,70|C 202512 647.5|3|00647.50| |2001|KOSP
5,|201W1265,0|KR4201WC65,04|C 202512 650.0|3|00650.00| |2001|KOSP
5,|201W1265,2|KR4201WC65,20|C 202512 652.5|3|00652.50| |2001|KOSP
5,|201W1265,5|KR4201WC65,53|C 202512 655.0|3|00655.00| |2001|KOSP
5,|201W1265,7|KR4201WC65,79|C 202512 657.5|3|00657.50| |2001|KOSP
5,|201W1266,0|KR4201WC66,03|C 202512 660.0|3|00660.00| |2001|KOSP
5,|201W1266,2|KR4201WC66,29|C 202512 662.5|3|00662.50| |2001|KOSP
5,|201W1266,5|KR4201WC66,52|C 202512 665.0|3|00665.00| |2001|KOSP
5,|201W1266,7|KR4201WC66,78|C 202512 667.5|3|00667.50| |2001|KOSP
5,|201W1267,0|KR4201WC67,02|C 202512 670.0|3|00670.00| |2001|KOSP
5,|201W1267,2|KR4201WC67,28|C 202512 672.5|3|00672.50| |2001|KOSP
5,|201W1267,5|KR4201WC67,51|C 202512 675.0|3|00675.00| |2001|KOSP
5,|201W1267,7|KR4201WC67,77|C 202512 677.5|3|00677.50| |2001|KOSP
5,|201W1268,0|KR4201WC68,01|C 202512 680.0|3|00680.00| |2001|KOSP
D,|205W1230,5|KR4205WC30,51|미니C 202512 305.0|2|00305.00| |2001|
D,|205W1230,7|KR4205WC30,77|미니C 202512 307.5|2|00307.50| |2001|
D,|205W1231,0|KR4205WC31,01|미니C 202512 310.0|2|00310.00| |2001|
D,|205W1231,2|KR4205WC31,27|미니C 202512 312.5|2|00312.50| |2001|
D,|205W1231,5|KR4205WC31,50|미니C 202512 315.0|2|00315.00| |2001|
D,|205W1231,7|KR4205WC31,76|미니C 202512 317.5|2|00317.50| |2001|
D,|205W1232,0|KR4205WC32,00|미니C 202512 320.0|2|00320.00| |2001|
D,|205W1232,2|KR4205WC32,26|미니C 202512 322.5|2|00322.50| |2001|
D,|205W1232,5|KR4205WC32,59|미니C 202512 325.0|2|00325.00| |2001|
D,|205W1232,7|KR4205WC32,75|미니C 202512 327.5|2|00327.50| |2001|
D,|205W1233,0|KR4205WC33,09|미니C 202512 330.0|2|00330.00| |2001|
D,|205W1233,2|KR4205WC33,25|미니C 202512 332.5|2|00332.50| |2001|
D,|205W1233,5|KR4205WC33,58|미니C 202512 335.0|2|00335.00| |2001|
D,|205W1233,7|KR4205WC33,74|미니C 202512 337.5|2|00337.50| |2001|
D,|205W1234,0|KR4205WC34,08|미니C 202512 340.0|2|00340.00| |2001|
D,|205W1234,2|KR4205WC34,24|미니C 202512 342.5|2|00342.50| |2001|
D,|205W1234,5|KR4205WC34,57|미니C 202512 345.0|2|00345.00| |2001|
D,|205W1234,7|KR4205WC34,73|미니C 202512 347.5|2|00347.50| |2001|
D,|205W1235,0|KR4205WC35,07|미니C 202512 350.0|2|00350.00| |2001|
D,|205W1235,2|KR4205WC35,23|미니C 202512 352.5|2|00352.50| |2001|
D,|205W1235,5|KR4205WC35,56|미니C 202512 355.0|2|00355.00| |2001|
D,|205W1235,7|KR4205WC35,72|미니C 202512 357.5|2|00357.50| |2001|
D,|205W1236,0|KR4205WC36,06|미니C 202512 360.0|2|00360.00| |2001|
D,|205W1236,2|KR4205WC36,22|미니C 202512 362.5|2|00362.50| |2001|
D,|205W1236,5|KR4205WC36,55|미니C 202512 365.0|2|00365.00| |2001|
D,|205W1236,7|KR4205WC36,71|미니C 202512 367.5|2|00367.50| |2001|
D,|205W1237,0|KR4205WC37,05|미니C 202512 370.0|2|00370.00| |2001|
D,|205W1237,2|KR4205WC37,21|미니C 202512 372.5|2|00372.50| |2001|
D,|205W1237,5|KR4205WC37,54|미니C 202512 375.0|2|00375.00| |2001|
D,|205W1237,7|KR4205WC37,70|미니C 202512 377.5|2|00377.50| |2001|
D,|205W1238,0|KR4205WC38,04|미니C 202512 380.0|2|00380.00| |2001|
D,|205W1238,2|KR4205WC38,20|미니C 202512 382.5|2|00382.50| |2001|
D,|205W1238,5|KR4205WC38,53|미니C 202512 385.0|2|00385.00| |2001|
D,|205W1238,7|KR4205WC38,79|미니C 202512 387.5|2|00387.50| |2001|
D,|205W1239,0|KR4205WC39,03|미니C 202512 390.0|2|00390.00| |2001|
D,|205W1239,2|KR4205WC39,29|미니C 202512 392.5|2|00392.50| |2001|
D,|205W1239,5|KR4205WC39,52|미니C 202512 395.0|2|00395.00| |2001|
D,|205W1239,7|KR4205WC39,78|미니C 202512 397.5|2|00397.50| |2001|
D,|205W1240,0|KR4205WC40,00|미니C 202512 400.0|2|00400.00| |2001|
D,|205W1240,2|KR4205WC40,26|미니C 202512 402.5|2|00402.50| |2001|
D,|205W1240,5|KR4205WC40,59|미니C 202512 405.0|2|00405.00| |2001|
D,|205W1240,7|KR4205WC40,75|미니C 202512 407.5|2|00407.50| |2001|
D,|205W1241,0|KR4205WC41,09|미니C 202512 410.0|2|00410.00| |2001|
D,|205W1241,2|KR4205WC41,25|미니C 202512 412.5|2|00412.50| |2001|
D,|205W1241,5|KR4205WC41,58|미니C 202512 415.0|2|00415.00| |2001|
D,|205W1241,7|KR4205WC41,74|미니C 202512 417.5|2|00417.50| |2001|
D,|205W1242,0|KR4205WC42,08|미니C 202512 420.0|2|00420.00| |2001|
D,|205W1242,2|KR4205WC42,24|미니C 202512 422.5|2|00422.50| |2001|
D,|205W1242,5|KR4205WC42,57|미니C 202512 425.0|2|00425.00| |2001|
D,|205W1242,7|KR4205WC42,73|미니C 202512 427.5|2|00427.50| |2001|
D,|205W1243,0|KR4205WC43,07|미니C 202512 430.0|2|00430.00| |2001|
D,|205W1243,2|KR4205WC43,23|미니C 202512 432.5|2|00432.50| |2001|
D,|205W1243,5|KR4205WC43,56|미니C 202512 435.0|2|00435.00| |2001|
D,|205W1243,7|KR4205WC43,72|미니C 202512 437.5|2|00437.50| |2001|
D,|205W1244,0|KR4205WC44,06|미니C 202512 440.0|2|00440.00| |2001|
D,|205W1244,2|KR4205WC44,22|미니C 202512 442.5|2|00442.50| |2001|
D,|205W1244,5|KR4205WC44,55|미니C 202512 445.0|2|00445.00| |2001|
D,|205W1244,7|KR4205WC44,71|미니C 202512 447.5|2|00447.50| |2001|
D,|205W1245,0|KR4205WC45,05|미니C 202512 450.0|2|00450.00| |2001|
D,|205W1245,2|KR4205WC45,21|미니C 202512 452.5|2|00452.50| |2001|
D,|205W1245,5|KR4205WC45,54|미니C 202512 455.0|2|00455.00| |2001|
D,|205W1245,7|KR4205WC45,70|미니C 202512 457.5|2|00457.50| |2001|
D,|205W1246,0|KR4205WC46,04|미니C 202512 460.0|2|00460.00| |2001|
D,|205W1246,2|KR4205WC46,20|미니C 202512 462.5|2|00462.50| |2001|
D,|205W1246,5|KR4205WC46,53|미니C 202512 465.0|2|00465.00| |2001|
D,|205W1246,7|KR4205WC46,79|미니C 202512 467.5|2|00467.50| |2001|
D,|205W1247,0|KR4205WC47,03|미니C 202512 470.0|2|00470.00| |2001|
D,|205W1247,2|KR4205WC47,29|미니C 202512 472.5|2|00472.50| |2001|
D,|205W1247,5|KR4205WC47,52|미니C 202512 475.0|2|00475.00| |2001|
D,|205W1247,7|KR4205WC47,78|미니C 202512 477.5|2|00477.50| |2001|
D,|205W1248,0|KR4205WC48,02|미니C 202512 480.0|2|00480.00| |2001|
D,|205W1248,2|KR4205WC48,28|미니C 202512 482.5|2|00482.50| |2001|
D,|205W1248,5|KR4205WC48,51|미니C 202512 485.0|2|00485.00| |2001|
D,|205W1248,7|KR4205WC48,77|미니C 202512 487.5|2|00487.50| |2001|
D,|205W1249,0|KR4205WC49,01|미니C 202512 490.0|2|00490.00| |2001|
D,|205W1249,2|KR4205WC49,27|미니C 202512 492.5|2|00492.50| |2001|
D,|205W1249,5|KR4205WC49,50|미니C 202512 495.0|2|00495.00| |2001|
D,|205W1249,7|KR4205WC49,76|미니C 202512 497.5|2|00497.50| |2001|
D,|205W1250,0|KR4205WC50,07|미니C 202512 500.0|2|00500.00| |2001|
D,|205W1250,2|KR4205WC50,23|미니C 202512 502.5|2|00502.50| |2001|
D,|205W1250,5|KR4205WC50,56|미니C 202512 505.0|2|00505.00| |2001|
D,|205W1250,7|KR4205WC50,72|미니C 202512 507.5|2|00507.50| |2001|
D,|205W1251,0|KR4205WC51,06|미니C 202512 510.0|2|00510.00| |2001|
D,|205W1251,2|KR4205WC51,22|미니C 202512 512.5|2|00512.50| |2001|
D,|205W1251,5|KR4205WC51,55|미니C 202512 515.0|2|00515.00| |2001|
D,|205W1251,7|KR4205WC51,71|미니C 202512 517.5|2|00517.50| |2001|
D,|205W1252,0|KR4205WC52,05|미니C 202512 520.0|2|00520.00| |2001|
D,|205W1252,2|KR4205WC52,21|미니C 202512 522.5|2|00522.50| |2001|
D,|205W1252,5|KR4205WC52,54|미니C 202512 525.0|2|00525.00| |2001|
D,|205W1252,7|KR4205WC52,70|미니C 202512 527.5|2|00527.50| |2001|
D,|205W1253,0|KR4205WC53,04|미니C 202512 530.0|2|00530.00| |2001|
D,|205W1253,2|KR4205WC53,20|미니C 202512 532.5|2|00532.50| |2001|
D,|205W1253,5|KR4205WC53,53|미니C 202512 535.0|2|00535.00| |2001|
D,|205W1253,7|KR4205WC53,79|미니C 202512 537.5|2|00537.50| |2001|
D,|205W1254,0|KR4205WC54,03|미니C 202512 540.0|1|00540.00| |2001|
D,|205W1254,2|KR4205WC54,29|미니C 202512 542.5|3|00542.50| |2001|
D,|205W1254,5|KR4205WC54,52|미니C 202512 545.0|3|00545.00| |2001|
D,|205W1254,7|KR4205WC54,78|미니C 202512 547.5|3|00547.50| |2001|
D,|205W1255,0|KR4205WC55,02|미니C 202512 550.0|3|00550.00| |2001|
D,|205W1255,2|KR4205WC55,28|미니C 202512 552.5|3|00552.50| |2001|
D,|205W1255,5|KR4205WC55,51|미니C 202512 555.0|3|00555.00| |2001|
D,|205W1255,7|KR4205WC55,77|미니C 202512 557.5|3|00557.50| |2001|
D,|205W1256,0|KR4205WC56,01|미니C 202512 560.0|3|00560.00| |2001|
D,|205W1256,2|KR4205WC56,27|미니C 202512 562.5|3|00562.50| |2001|
D,|205W1256,5|KR4205WC56,50|미니C 202512 565.0|3|00565.00| |2001|
D,|205W1256,7|KR4205WC56,76|미니C 202512 567.5|3|00567.50| |2001|
D,|205W1257,0|KR4205WC57,00|미니C 202512 570.0|3|00570.00| |2001|
D,|205W1257,2|KR4205WC57,26|미니C 202512 572.5|3|00572.50| |2001|
D,|205W1257,5|KR4205WC57,59|미니C 202512 575.0|3|00575.00| |2001|
D,|205W1257,7|KR4205WC57,75|미니C 202512 577.5|3|00577.50| |2001|
D,|205W1258,0|KR4205WC58,09|미니C 202512 580.0|3|00580.00| |2001|
D,|205W1258,2|KR4205WC58,25|미니C 202512 582.5|3|00582.50| |2001|
D,|205W1258,5|KR4205WC58,58|미니C 202512 585.0|3|00585.00| |2001|
D,|205W1258,7|KR4205WC58,74|미니C 202512 587.5|3|00587.50| |2001|
D,|205W1259,0|KR4205WC59,08|미니C 202512 590.0|3|00590.00| |2001|
D,|205W1259,2|KR4205WC59,24|미니C 202512 592.5|3|00592.50| |2001|
D,|205W1259,5|KR4205WC59,57|미니C 202512 595.0|3|00595.00| |2001|
D,|205W1259,7|KR4205WC59,73|미니C 202512 597.5|3|00597.50| |2001|
D,|205W1260,0|KR4205WC60,05|미니C 202512 600.0|3|00600.00| |2001|
D,|205W1260,2|KR4205WC60,21|미니C 202512 602.5|3|00602.50| |2001|
D,|205W1260,5|KR4205WC60,54|미니C 202512 605.0|3|00605.00| |2001|
D,|205W1260,7|KR4205WC60,70|미니C 202512 607.5|3|00607.50| |2001|
D,|205W1261,0|KR4205WC61,04|미니C 202512 610.0|3|00610.00| |2001|
D,|205W1261,2|KR4205WC61,20|미니C 202512 612.5|3|00612.50| |2001|
D,|205W1261,5|KR4205WC61,53|미니C 202512 615.0|3|00615.00| |2001|
D,|205W1261,7|KR4205WC61,79|미니C 202512 617.5|3|00617.50| |2001|
D,|205W1262,0|KR4205WC62,03|미니C 202512 620.0|3|00620.00| |2001|
D,|205W1262,2|KR4205WC62,29|미니C 202512 622.5|3|00622.50| |2001|
D,|205W1262,5|KR4205WC62,52|미니C 202512 625.0|3|00625.00| |2001|
D,|205W1262,7|KR4205WC62,78|미니C 202512 627.5|3|00627.50| |2001|
D,|205W1263,0|KR4205WC63,02|미니C 202512 630.0|3|00630.00| |2001|
D,|205W1263,2|KR4205WC63,28|미니C 202512 632.5|3|00632.50| |2001|
D,|205W1263,5|KR4205WC63,51|미니C 202512 635.0|3|00635.00| |2001|
D,|205W1263,7|KR4205WC63,77|미니C 202512 637.5|3|00637.50| |2001|
D,|205W1264,0|KR4205WC64,01|미니C 202512 640.0|3|00640.00| |2001|
D,|205W1264,2|KR4205WC64,27|미니C 202512 642.5|3|00642.50| |2001|
D,|205W1264,5|KR4205WC64,50|미니C 202512 645.0|3|00645.00| |2001|
D,|205W1264,7|KR4205WC64,76|미니C 202512 647.5|3|00647.50| |2001|
D,|205W1265,0|KR4205WC65,00|미니C 202512 650.0|3|00650.00| |2001|
D,|205W1265,2|KR4205WC65,26|미니C 202512 652.5|3|00652.50| |2001|
D,|205W1265,5|KR4205WC65,59|미니C 202512 655.0|3|00655.00| |2001|
D,|205W1265,7|KR4205WC65,75|미니C 202512 657.5|3|00657.50| |2001|
D,|205W1266,0|KR4205WC66,09|미니C 202512 660.0|3|00660.00| |2001|
D,|205W1266,2|KR4205WC66,25|미니C 202512 662.5|3|00662.50| |2001|
D,|205W1266,5|KR4205WC66,58|미니C 202512 665.0|3|00665.00| |2001|
D,|205W1266,7|KR4205WC66,74|미니C 202512 667.5|3|00667.50| |2001|
D,|205W1267,0|KR4205WC67,08|미니C 202512 670.0|3|00670.00| |2001|
D,|205W1267,2|KR4205WC67,24|미니C 202512 672.5|3|00672.50| |2001|
D,|205W1267,5|KR4205WC67,57|미니C 202512 675.0|3|00675.00| |2001|
D,|205W1267,7|KR4205WC67,73|미니C 202512 677.5|3|00677.50| |2001|
D,|205W1268,0|KR4205WC68,07|미니C 202512 680.0|3|00680.00| |2001|
J,|206W1200,1|KR4206WC00,"15|코스닥150C 202512 1,275|2|01275.00| |"
J,|206W1200,2|KR4206WC00,"23|코스닥150C 202512 1,300|2|01300.00| |"
J,|206W1200,3|KR4206WC00,"31|코스닥150C 202512 1,325|2|01325.00| |"
J,|206W1200,4|KR4206WC00,"49|코스닥150C 202512 1,350|2|01350.00| |"
J,|206W1200,5|KR4206WC00,"56|코스닥150C 202512 1,375|2|01375.00| |"
J,|206W1200,6|KR4206WC00,"64|코스닥150C 202512 1,400|2|01400.00| |"
J,|206W1200,7|KR4206WC00,"72|코스닥150C 202512 1,425|2|01425.00| |"
J,|206W1200,8|KR4206WC00,"80|코스닥150C 202512 1,450|2|01450.00| |"
J,|206W1200,9|KR4206WC00,"98|코스닥150C 202512 1,475|2|01475.00| |"
J,|206W1201,0|KR4206WC01,"06|코스닥150C 202512 1,500|2|01500.00| |"
J,|206W1201,1|KR4206WC01,"14|코스닥150C 202512 1,525|1|01525.00| |"
J,|206W1201,2|KR4206WC01,"22|코스닥150C 202512 1,550|3|01550.00| |"
J,|206W1201,3|KR4206WC01,"30|코스닥150C 202512 1,575|3|01575.00| |"
J,|206W1201,4|KR4206WC01,"48|코스닥150C 202512 1,600|3|01600.00| |"
J,|206W1201,5|KR4206WC01,"55|코스닥150C 202512 1,625|3|01625.00| |"
J,|206W1201,6|KR4206WC01,"63|코스닥150C 202512 1,650|3|01650.00| |"
J,|206W1201,7|KR4206WC01,"71|코스닥150C 202512 1,675|3|01675.00| |"
J,|206W1201,8|KR4206WC01,"89|코스닥150C 202512 1,700|3|01700.00| |"
J,|206W1201,9|KR4206WC01,"97|코스닥150C 202512 1,725|3|01725.00| |"
J,|206W1202,0|KR4206WC02,"05|코스닥150C 202512 1,750|3|01750.00| |"
J,|206W1202,1|KR4206WC02,"13|코스닥150C 202512 1,775|3|01775.00| |"
J,|206W1202,2|KR4206WC02,"21|코스닥150C 202512 1,225|2|01225.00| |"
J,|206W1202,3|KR4206WC02,"39|코스닥150C 202512 1,250|2|01250.00| |"
J,|206W1202,4|KR4206WC02,"47|코스닥150C 202512 1,150|2|01150.00| |"
J,|206W1202,5|KR4206WC02,"54|코스닥150C 202512 1,175|2|01175.00| |"
J,|206W1202,6|KR4206WC02,"62|코스닥150C 202512 1,200|2|01200.00| |"
J,|206W1202,7|KR4206WC02,"70|코스닥150C 202512 1,125|2|01125.00| |"
J,|206W1202,8|KR4206WC02,"88|코스닥150C 202512 1,050|2|01050.00| |"
J,|206W1202,9|KR4206WC02,"96|코스닥150C 202512 1,075|2|01075.00| |"
J,|206W1203,0|KR4206WC03,"04|코스닥150C 202512 1,100|2|01100.00| |"
J,|206W1203,1|KR4206WC03,"12|코스닥150C 202512 1,025|2|01025.00| |"
J,|206W1203,2|KR4206WC03,"20|코스닥150C 202512 1,000|2|01000.00| |"
J,|206W1203,3|KR4206WC03,38|코스닥150C 202512   950|2|00950.00| |
J,|206W1203,4|KR4206WC03,46|코스닥150C 202512   975|2|00975.00| |
J,|206W1203,5|KR4206WC03,53|코스닥150C 202512   925|2|00925.00| |
J,|206W1203,6|KR4206WC03,61|코스닥150C 202512   900|2|00900.00| |
J,|206W1203,7|KR4206WC03,79|코스닥150C 202512   875|2|00875.00| |
J,|206W1203,8|KR4206WC03,87|코스닥150C 202512   850|2|00850.00| |
J,|206W1205,3|KR4206WC05,"36|코스닥150C 202512 1,800|3|01800.00| |"
J,|206W1205,4|KR4206WC05,"44|코스닥150C 202512 1,825|3|01825.00| |"
L,|209EFW50,0|KR4209EF50,02|위클리C 2511W4 500.0|2|00500.00| |200
L,|209EFW50,2|KR4209EF50,28|위클리C 2511W4 502.5|2|00502.50| |200
L,|209EFW50,5|KR4209EF50,51|위클리C 2511W4 505.0|2|00505.00| |200
L,|209EFW50,7|KR4209EF50,77|위클리C 2511W4 507.5|2|00507.50| |200
L,|209EFW51,0|KR4209EF51,01|위클리C 2511W4 510.0|2|00510.00| |200
L,|209EFW51,2|KR4209EF51,27|위클리C 2511W4 512.5|2|00512.50| |200
L,|209EFW51,5|KR4209EF51,50|위클리C 2511W4 515.0|2|00515.00| |200
L,|209EFW51,7|KR4209EF51,76|위클리C 2511W4 517.5|2|00517.50| |200
L,|209EFW52,0|KR4209EF52,00|위클리C 2511W4 520.0|2|00520.00| |200
L,|209EFW52,2|KR4209EF52,26|위클리C 2511W4 522.5|2|00522.50| |200
L,|209EFW52,5|KR4209EF52,59|위클리C 2511W4 525.0|2|00525.00| |200
L,|209EFW52,7|KR4209EF52,75|위클리C 2511W4 527.5|2|00527.50| |200
L,|209EFW53,0|KR4209EF53,09|위클리C 2511W4 530.0|2|00530.00| |200
L,|209EFW53,2|KR4209EF53,25|위클리C 2511W4 532.5|2|00532.50| |200
L,|209EFW53,5|KR4209EF53,58|위클리C 2511W4 535.0|2|00535.00| |200
L,|209EFW53,7|KR4209EF53,74|위클리C 2511W4 537.5|2|00537.50| |200
L,|209EFW54,0|KR4209EF54,08|위클리C 2511W4 540.0|1|00540.00| |200
L,|209EFW54,2|KR4209EF54,24|위클리C 2511W4 542.5|3|00542.50| |200
L,|209EFW54,5|KR4209EF54,57|위클리C 2511W4 545.0|3|00545.00| |200
L,|209EFW54,7|KR4209EF54,73|위클리C 2511W4 547.5|3|00547.50| |200
L,|209EFW55,0|KR4209EF55,07|위클리C 2511W4 550.0|3|00550.00| |200
L,|209EFW55,2|KR4209EF55,23|위클리C 2511W4 552.5|3|00552.50| |200
L,|209EFW55,5|KR4209EF55,56|위클리C 2511W4 555.0|3|00555.00| |200
L,|209EFW55,7|KR4209EF55,72|위클리C 2511W4 557.5|3|00557.50| |200
L,|209EFW56,0|KR4209EF56,06|위클리C 2511W4 560.0|3|00560.00| |200
L,|209EFW56,2|KR4209EF56,22|위클리C 2511W4 562.5|3|00562.50| |200
L,|209EFW56,5|KR4209EF56,55|위클리C 2511W4 565.0|3|00565.00| |200
L,|209EFW56,7|KR4209EF56,71|위클리C 2511W4 567.5|3|00567.50| |200
L,|209EFW57,0|KR4209EF57,05|위클리C 2511W4 570.0|3|00570.00| |200
L,|209EFW57,2|KR4209EF57,21|위클리C 2511W4 572.5|3|00572.50| |200
L,|209EFW57,5|KR4209EF57,54|위클리C 2511W4 575.0|3|00575.00| |200
L,|209EFW57,7|KR4209EF57,70|위클리C 2511W4 577.5|3|00577.50| |200
L,|209EFW58,0|KR4209EF58,04|위클리C 2511W4 580.0|3|00580.00| |200
L,|209EFW58,2|KR4209EF58,20|위클리C 2511W4 582.5|3|00582.50| |200
L,|209EFW58,5|KR4209EF58,53|위클리C 2511W4 585.0|3|00585.00| |200
L,|209EFW58,7|KR4209EF58,79|위클리C 2511W4 587.5|3|00587.50| |200
L,|209EFW59,0|KR4209EF59,03|위클리C 2511W4 590.0|3|00590.00| |200
L,|209EFW59,2|KR4209EF59,29|위클리C 2511W4 592.5|3|00592.50| |200
L,|209EFW59,5|KR4209EF59,52|위클리C 2511W4 595.0|3|00595.00| |200
L,|209EFW59,7|KR4209EF59,78|위클리C 2511W4 597.5|3|00597.50| |200
L,|209EFW60,0|KR4209EF60,00|위클리C 2511W4 600.0|3|00600.00| |200
L,|209EFW60,2|KR4209EF60,26|위클리C 2511W4 602.5|3|00602.50| |200
L,|209EFW60,5|KR4209EF60,59|위클리C 2511W4 605.0|3|00605.00| |200
N,|2AFAMW50,0|KR42AFAM50,07|위클리M C 2511W4 500.0|2|00500.00| |2
N,|2AFAMW50,2|KR42AFAM50,23|위클리M C 2511W4 502.5|2|00502.50| |2
N,|2AFAMW50,5|KR42AFAM50,56|위클리M C 2511W4 505.0|2|00505.00| |2
N,|2AFAMW50,7|KR42AFAM50,72|위클리M C 2511W4 507.5|2|00507.50| |2
N,|2AFAMW51,0|KR42AFAM51,06|위클리M C 2511W4 510.0|2|00510.00| |2
N,|2AFAMW51,2|KR42AFAM51,22|위클리M C 2511W4 512.5|2|00512.50| |2
N,|2AFAMW51,5|KR42AFAM51,55|위클리M C 2511W4 515.0|2|00515.00| |2
