info_type,short_code,std_code,name
1,|10AW12|K,R410AWC0001|,TKG휴켐스  F 202512 (  10)| |00000.00|1|
1,|10BW12|K,R410BWC0000|,녹십자홀딩 F 202512 (  10)| |00000.00|1|
1,|10CW12|K,R410CWC0009|,대웅       F 202512 (  10)| |00000.00|1|
1,|10DW12|K,R410DWC0008|,더블유게임 F 202512 (  10)| |00000.00|1|
1,|10EW12|K,R410EWC0007|,동원시스템 F 202512 (  10)| |00000.00|1|
1,|10FW12|K,R410FWC0006|,두산로보틱 F 202512 (  10)| |00000.00|1|
1,|10HW12|K,R410HWC0004|,롯데웰푸드 F 202512 (  10)| |00000.00|1|
1,|10KW12|K,R410KWC0009|,삼양식품   F 202512 (  10)| |00000.00|1|
1,|10LW12|K,R410LWC0008|,세방전지   F 202512 (  10)| |00000.00|1|
1,|10MW12|K,R410MWC0007|,세아베스틸 F 202512 (  10)| |00000.00|1|
1,|10NW12|K,R410NWC0006|,세아제강지 F 202512 (  10)| |00000.00|1|
1,|10PW12|K,R410PWC0004|,영원무역홀 F 202512 (  10)| |00000.00|1|
1,|10QW12|K,R410QWC0003|,영풍       F 202512 (  10)| |00000.00|1|
1,|10RW12|K,R410RWC0002|,오리온홀딩 F 202512 (  10)| |00000.00|1|
1,|10SW12|K,R410SWC0001|,율촌화학   F 202512 (  10)| |00000.00|1|
1,|10TW12|K,R410TWC0000|,이수스페셜 F 202512 (  10)| |00000.00|1|
1,|10XW12|K,R410XWC0004|,풍산       F 202512 (  10)| |00000.00|1|
1,|10YW12|K,R410YWC0003|,한국앤컴퍼 F 202512 (  10)| |00000.00|1|
1,|10ZW12|K,R410ZWC0002|,한미반도체 F 202512 (  10)| |00000.00|1|
1,|111W12|K,R4111WC0001|,삼성전자   F 202512 (  10)| |00000.00|1|
1,|112W12|K,R4112WC0000|,SK텔레콤   F 202512 (  10)| |00000.00|1|
1,|113W12|K,R4113WC0009|,POSCO 홀딩 F 202512 (  10)| |00000.00|1|
1,|114W12|K,R4114WC0008|,KT         F 202512 (  10)| |00000.00|1|
1,|115W12|K,R4115WC0007|,한국전력   F 202512 (  10)| |00000.00|1|
1,|116W12|K,R4116WC0006|,현대차     F 202512 (  10)| |00000.00|1|
1,|117W12|K,R4117WC0005|,삼성증권   F 202512 (  10)| |00000.00|1|
1,|118W12|K,R4118WC0004|,신한지주   F 202512 (  10)| |00000.00|1|
1,|119W12|K,R4119WC0003|,기아       F 202512 (  10)| |00000.00|1|
1,|11AW12|K,R411AWC0000|,한일시멘트 F 202512 (  10)| |00000.00|1|
3,|11BW12|K,R411BWC0009|,HPSP       F 202512 (  10)| |00000.00|1|
3,|11CW12|K,R411CWC0008|,SOOP       F 202512 (  10)| |00000.00|1|
3,|11DW12|K,R411DWC0007|,더블유씨피 F 202512 (  10)| |00000.00|1|
3,|11EW12|K,R411EWC0006|,동국제약   F 202512 (  10)| |00000.00|1|
3,|11FW12|K,R411FWC0005|,두산테스나 F 202512 (  10)| |00000.00|1|
3,|11GW12|K,R411GWC0004|,솔브레인홀 F 202512 (  10)| |00000.00|1|
3,|11HW12|K,R411HWC0003|,심텍       F 202512 (  10)| |00000.00|1|
3,|11JW12|K,R411JWC0001|,아이티엠반 F 202512 (  10)| |00000.00|1|
3,|11KW12|K,R411KWC0008|,에코프로에 F 202512 (  10)| |00000.00|1|
1,|11LW12|K,R411LWC0007|,미원상사   F 202512 (  10)| |00000.00|1|
3,|11MW12|K,R411MWC0006|,코미코     F 202512 (  10)| |00000.00|1|
3,|11NW12|K,R411NWC0005|,포스코엠텍 F 202512 (  10)| |00000.00|1|
1,|11QW12|K,R411QWC0002|,에이피알   F 202512 (  10)| |00000.00|1|
1,|11RW12|K,R411RWC0001|,한화비전   F 202512 (  10)| |00000.00|1|
1,|11SW12|K,R411SWC0000|,효성중공업 F 202512 (  10)| |00000.00|1|
1,|11TW12|K,R411TWC0009|,DN오토모티 F 202512 (  10)| |00000.00|1|
1,|11VW12|K,R411VWC0005|,HD현대마린 F 202512 (  10)| |00000.00|1|
1,|11WW12|K,R411WWC0004|,동원산업   F 202512 (  10)| |00000.00|1|
1,|11XW12|K,R411XWC0003|,미원에스씨 F 202512 (  10)| |00000.00|1|
1,|11YW12|K,R411YWC0002|,지역난방공 F 202512 (  10)| |00000.00|1|
1,|11ZW12|K,R411ZWC0001|,태광산업   F 202512 (  10)| |00000.00|1|
1,|120W12|K,R4120WC0000|,현대모비스 F 202512 (  10)| |00000.00|1|
1,|122W12|K,R4122WC0008|,삼성SDI    F 202512 (  10)| |00000.00|1|
1,|123W12|K,R4123WC0007|,삼성전기   F 202512 (  10)| |00000.00|1|
1,|124W12|K,R4124WC0006|,LG전자     F 202512 (  10)| |00000.00|1|
1,|128W12|K,R4128WC0002|,한국가스   F 202512 (  10)| |00000.00|1|
1,|12AW12|K,R412AWC0009|,한국카본   F 202512 (  10)| |00000.00|1|
3,|12BW12|K,R412BWC0008|,ISC        F 202512 (  10)| |00000.00|1|
3,|12CW12|K,R412CWC0007|,동화기업   F 202512 (  10)| |00000.00|1|
3,|12DW12|K,R412DWC0006|,솔브레인   F 202512 (  10)| |00000.00|1|
3,|12EW12|K,R412EWC0005|,씨아이에스 F 202512 (  10)| |00000.00|1|
3,|12FW12|K,R412FWC0004|,에코프로   F 202512 (  10)| |00000.00|1|
3,|12GW12|K,R412GWC0003|,파크시스템 F 202512 (  10)| |00000.00|1|
3,|12HW12|K,R412HWC0002|,한글과컴퓨 F 202512 (  10)| |00000.00|1|
1,|132W12|K,R4132WC0006|,현대제철   F 202512 (  10)| |00000.00|1|
1,|134W12|K,R4134WC0004|,LG         F 202512 (  10)| |00000.00|1|
1,|135W12|K,R4135WC0003|,GS         F 202512 (  10)| |00000.00|1|
1,|136W12|K,R4136WC0002|,케이티앤지 F 202512 (  10)| |00000.00|1|
1,|139W12|K,R4139WC0009|,HD한국조선 F 202512 (  10)| |00000.00|1|
1,|140W12|K,R4140WC0006|,하나금융지 F 202512 (  10)| |00000.00|1|
1,|141W12|K,R4141WC0005|,SK이노베이 F 202512 (  10)| |00000.00|1|
1,|142W12|K,R4142WC0004|,CJ         F 202512 (  10)| |00000.00|1|
1,|145W12|K,R4145WC0001|,LG디스플레 F 202512 (  10)| |00000.00|1|
1,|146W12|K,R4146WC0000|,KB금융     F 202512 (  10)| |00000.00|1|
1,|147W12|K,R4147WC0009|,LG화학     F 202512 (  10)| |00000.00|1|
1,|148W12|K,R4148WC0008|,미래에셋증 F 202512 (  10)| |00000.00|1|
1,|149W12|K,R4149WC0007|,HD현대인프 F 202512 (  10)| |00000.00|1|
1,|150W12|K,R4150WC0003|,SK하이닉스 F 202512 (  10)| |00000.00|1|
1,|151W12|K,R4151WC0002|,GS건설     F 202512 (  10)| |00000.00|1|
1,|154W12|K,R4154WC0009|,이마트     F 202512 (  10)| |00000.00|1|
1,|155W12|K,R4155WC0008|,한국타이어 F 202512 (  10)| |00000.00|1|
1,|156W12|K,R4156WC0007|,NAVER      F 202512 (  10)| |00000.00|1|
1,|157W12|K,R4157WC0006|,대한항공   F 202512 (  10)| |00000.00|1|
1,|1B0W12|K,R41B0WC0000|,LG유플러스 F 202512 (  10)| |00000.00|1|
1,|1B2W12|K,R41B2WC0008|,S-Oil      F 202512 (  10)| |00000.00|1|
1,|1B3W12|K,R41B3WC0007|,고려아연   F 202512 (  10)| |00000.00|1|
1,|1B4W12|K,R41B4WC0006|,기업은행   F 202512 (  10)| |00000.00|1|
1,|1B5W12|K,R41B5WC0005|,DL         F 202512 (  10)| |00000.00|1|
1,|1B6W12|K,R41B6WC0004|,대상       F 202512 (  10)| |00000.00|1|
1,|1B7W12|K,R41B7WC0003|,포스코인터 F 202512 (  10)| |00000.00|1|
1,|1B9W12|K,R41B9WC0001|,두산에너빌 F 202512 (  10)| |00000.00|1|
1,|1BAW12|K,R41BAWC0009|,롯데쇼핑   F 202512 (  10)| |00000.00|1|
1,|1BBW12|K,R41BBWC0008|,롯데케미칼 F 202512 (  10)| |00000.00|1|
1,|1BDW12|K,R41BDWC0006|,삼성생명   F 202512 (  10)| |00000.00|1|
1,|1BFW12|K,R41BFWC0004|,삼성중공업 F 202512 (  10)| |00000.00|1|
1,|1BGW12|K,R41BGWC0003|,삼성카드   F 202512 (  10)| |00000.00|1|
1,|1BHW12|K,R41BHWC0002|,한화에어로 F 202512 (  10)| |00000.00|1|
1,|1BJW12|K,R41BJWC0000|,엔씨소프트 F 202512 (  10)| |00000.00|1|
1,|1BKW12|K,R41BKWC0007|,하이트진로 F 202512 (  10)| |00000.00|1|
1,|1BLW12|K,R41BLWC0006|,한국금융지 F 202512 (  10)| |00000.00|1|
1,|1BMW12|K,R41BMWC0005|,한국항공우 F 202512 (  10)| |00000.00|1|
1,|1BNW12|K,R41BNWC0004|,현대건설   F 202512 (  10)| |00000.00|1|
1,|1BPW12|K,R41BPWC0002|,현대위아   F 202512 (  10)| |00000.00|1|
1,|1BQW12|K,R41BQWC0001|,호텔신라   F 202512 (  10)| |00000.00|1|
1,|1BSW12|K,R41BSWC0009|,강원랜드   F 202512 (  10)| |00000.00|1|
1,|1BTW12|K,R41BTWC0008|,BNK금융지  F 202512 (  10)| |00000.00|1|
1,|1BVW12|K,R41BVWC0004|,iM금융지주 F 202512 (  10)| |00000.00|1|
1,|1BWW12|K,R41BWWC0003|,GKL        F 202512 (  10)| |00000.00|1|
1,|1BYW12|K,R41BYWC0001|,LG이노텍   F 202512 (  10)| |00000.00|1|
1,|1BZW12|K,R41BZWC0000|,NH투자증권 F 202512 (  10)| |00000.00|1|
1,|1C0W12|K,R41C0WC0008|,OCI홀딩스  F 202512 (  10)| |00000.00|1|
1,|1C1W12|K,R41C1WC0007|,SK         F 202512 (  10)| |00000.00|1|
1,|1C3W12|K,R41C3WC0005|,금호석유화 F 202512 (  10)| |00000.00|1|
1,|1C5W12|K,R41C5WC0003|,삼성SDS    F 202512 (  10)| |00000.00|1|
1,|1C6W12|K,R41C6WC0002|,아모레퍼시 F 202512 (  10)| |00000.00|1|
1,|1C7W12|K,R41C7WC0001|,제일기획   F 202512 (  10)| |00000.00|1|
1,|1C8W12|K,R41C8WC0000|,삼성물산   F 202512 (  10)| |00000.00|1|
1,|1C9W12|K,R41C9WC0009|,한화       F 202512 (  10)| |00000.00|1|
1,|1CAW12|K,R41CAWC0008|,한화생명   F 202512 (  10)| |00000.00|1|
1,|1CBW12|K,R41CBWC0007|,한화솔루션 F 202512 (  10)| |00000.00|1|
1,|1CCW12|K,R41CCWC0006|,현대글로비 F 202512 (  10)| |00000.00|1|
1,|1CDW12|K,R41CDWC0005|,HD현대미포 F 202512 (  10)| |00000.00|1|
1,|1CEW12|K,R41CEWC0004|,현대해상   F 202512 (  10)| |00000.00|1|
1,|1CFW12|K,R41CFWC0003|,카카오     F 202512 (  10)| |00000.00|1|
3,|1CJW12|K,R41CJWC0009|,서울반도체 F 202512 (  10)| |00000.00|1|
3,|1CKW12|K,R41CKWC0006|,웹젠       F 202512 (  10)| |00000.00|1|
3,|1CLW12|K,R41CLWC0005|,씨젠       F 202512 (  10)| |00000.00|1|
1,|1CNW12|K,R41CNWC0003|,포스코DX   F 202512 (  10)| |00000.00|1|
1,|1CPW12|K,R41CPWC0001|,셀트리온   F 202512 (  10)| |00000.00|1|
3,|1CQW12|K,R41CQWC0000|,와이지엔터 F 202512 (  10)| |00000.00|1|
1,|1CRW12|K,R41CRWC0009|,LG생활건강 F 202512 (  10)| |00000.00|1|
1,|1CSW12|K,R41CSWC0008|,아모레홀딩 F 202512 (  10)| |00000.00|1|
1,|1CTW12|K,R41CTWC0007|,삼성화재   F 202512 (  10)| |00000.00|1|
1,|1CVW12|K,R41CVWC0003|,한미사이언 F 202512 (  10)| |00000.00|1|
1,|1CWW12|K,R41CWWC0002|,코웨이     F 202512 (  10)| |00000.00|1|
1,|1CXW12|K,R41CXWC0001|,한미약품   F 202512 (  10)| |00000.00|1|
1,|1CYW12|K,R41CYWC0000|,한온시스템 F 202512 (  10)*| |00000.00|1
1,|1D0W12|K,R41D0WC0006|,DB손해보험 F 202512 (  10)| |00000.00|1|
1,|1D1W12|K,R41D1WC0005|,CJ제일제당 F 202512 (  10)| |00000.00|1|
1,|1D2W12|K,R41D2WC0004|,한샘       F 202512 (  10)| |00000.00|1|
1,|1D3W12|K,R41D3WC0003|,KCC        F 202512 (  10)| |00000.00|1|
1,|1D4W12|K,R41D4WC0002|,GS리테일   F 202512 (  10)| |00000.00|1|
1,|1D5W12|K,R41D5WC0001|,에스원     F 202512 (  10)| |00000.00|1|
1,|1D6W12|K,R41D6WC0000|,유한양행   F 202512 (  10)| |00000.00|1|
1,|1D7W12|K,R41D7WC0009|,한전KPS    F 202512 (  10)| |00000.00|1|
1,|1D8W12|K,R41D8WC0008|,현대백화점 F 202512 (  10)| |00000.00|1|
1,|1DAW12|K,R41DAWC0007|,농심       F 202512 (  10)| |00000.00|1|
1,|1DBW12|K,R41DBWC0006|,LIG넥스원  F 202512 (  10)| |00000.00|1|
1,|1DCW12|K,R41DCWC0005|,HL만도     F 202512 (  10)| |00000.00|1|
1,|1DDW12|K,R41DDWC0004|,신세계     F 202512 (  10)| |00000.00|1|
1,|1DEW12|K,R41DEWC0003|,한국콜마   F 202512 (  10)| |00000.00|1|
1,|1DGW12|K,R41DGWC0001|,영원무역   F 202512 (  10)| |00000.00|1|
1,|1DJW12|K,R41DJWC0008|,대한유화   F 202512 (  10)| |00000.00|1|
1,|1DKW12|K,R41DKWC0005|,코스맥스   F 202512 (  10)| |00000.00|1|
1,|1DNW12|K,R41DNWC0002|,하나투어   F 202512 (  10)| |00000.00|1|
3,|1DPW12|K,R41DPWC0000|,메디톡스   F 202512 (  10)| |00000.00|1|
3,|1DRW12|K,R41DRWC0008|,컴투스     F 202512 (  10)| |00000.00|1|
3,|1DTW12|K,R41DTWC0006|,CJ ENM     F 202512 (  10)| |00000.00|1|
3,|1DVW12|K,R41DVWC0002|,에스에프에 F 202512 (  10)| |00000.00|1|
1,|1DWW12|K,R41DWWC0001|,두산밥캣   F 202512 (  10)| |00000.00|1|
1,|1DXW12|K,R41DXWC0000|,HDC        F 202512 (  10)| |00000.00|1|
1,|1DYW12|K,R41DYWC0009|,현대엘리베 F 202512 (  10)| |00000.00|1|
3,|1E0W12|K,R41E0WC0004|,원익IPS    F 202512 (  10)| |00000.00|1|
3,|1E3W12|K,R41E3WC0001|,파트론     F 202512 (  10)| |00000.00|1|
3,|1E4W12|K,R41E4WC0000|,에스엠     F 202512 (  10)| |00000.00|1|
1,|1E5W12|K,R41E5WC0009|,넷마블     F 202512 (  10)| |00000.00|1|
1,|1E8W12|K,R41E8WC0006|,포스코퓨처 F 202512 (  10)| |00000.00|1|
1,|1EBW12|K,R41EBWC0005|,우리금융지 F 202512 (  10)| |00000.00|1|
1,|1EEW12|K,R41EEWC0002|,한올바이오 F 202512 (  10)| |00000.00|1|
3,|1EFW12|K,R41EFWC0001|,JYP Ent    F 202512 (  10)| |00000.00|1|
1,|1EHW12|K,R41EHWC0009|,팬오션     F 202512 (  10)| |00000.00|1|
1,|1EJW12|K,R41EJWC0007|,SKC        F 202512 (  10)| |00000.00|1|
1,|1ELW12|K,R41ELWC0003|,후성       F 202512 (  10)| |00000.00|1|
3,|1ENW12|K,R41ENWC0001|,동진쎄미켐 F 202512 (  10)| |00000.00|1|
1,|1ERW12|K,R41ERWC0007|,DL이앤씨   F 202512 (  10)| |00000.00|1|
1,|1ETW12|K,R41ETWC0005|,삼성E&A    F 202512 (  10)| |00000.00|1|
1,|1EVW12|K,R41EVWC0001|,한화시스템 F 202512 (  10)| |00000.00|1|
3,|1EXW12|K,R41EXWC0009|,카카오게임 F 202512 (  10)| |00000.00|1|
3,|1EYW12|K,R41EYWC0008|,에코프로비 F 202512 (  10)| |00000.00|1|
3,|1EZW12|K,R41EZWC0007|,스튜디오드 F 202512 (  10)| |00000.00|1|
3,|1F1W12|K,R41F1WC0000|,콜마비앤에 F 202512 (  10)| |00000.00|1|
3,|1F2W12|K,R41F2WC0009|,SFA반도체  F 202512 (  10)| |00000.00|1|
3,|1F4W12|K,R41F4WC0007|,삼천당제약 F 202512 (  10)| |00000.00|1|
1,|1F5W12|K,R41F5WC0006|,LG에너지솔 F 202512 (  10)| |00000.00|1|
1,|1F6W12|K,R41F6WC0005|,카카오뱅크 F 202512 (  10)| |00000.00|1|
1,|1F7W12|K,R41F7WC0004|,카카오페이 F 202512 (  10)| |00000.00|1|
1,|1F8W12|K,R41F8WC0003|,크래프톤   F 202512 (  10)| |00000.00|1|
1,|1F9W12|K,R41F9WC0002|,SK바이오사 F 202512 (  10)| |00000.00|1|
1,|1FAW12|K,R41FAWC0005|,HMM        F 202512 (  10)| |00000.00|1|
1,|1FBW12|K,R41FBWC0004|,SK아이이테 F 202512 (  10)| |00000.00|1|
1,|1FCW12|K,R41FCWC0003|,하이브     F 202512 (  10)| |00000.00|1|
1,|1FDW12|K,R41FDWC0002|,HD현대중공 F 202512 (  10)| |00000.00|1|
1,|1FEW12|K,R41FEWC0001|,SK스퀘어   F 202512 (  10)| |00000.00|1|
1,|1FFW12|K,R41FFWC0000|,SK바이오팜 F 202512 (  10)| |00000.00|1|
1,|1FGW12|K,R41FGWC0009|,F&F        F 202512 (  10)| |00000.00|1|
1,|1FHW12|K,R41FHWC0008|,HD현대     F 202512 (  10)| |00000.00|1|
1,|1FJW12|K,R41FJWC0006|,오리온     F 202512 (  10)| |00000.00|1|
1,|1FKW12|K,R41FKWC0003|,메리츠금융 F 202512 (  10)| |00000.00|1|
3,|1FLW12|K,R41FLWC0002|,펄어비스   F 202512 (  10)| |00000.00|1|
1,|1FMW12|K,R41FMWC0001|,엘앤에프   F 202512 (  10)| |00000.00|1|
3,|1FNW12|K,R41FNWC0000|,위메이드   F 202512 (  10)| |00000.00|1|
3,|1FPW12|K,R41FPWC0008|,알테오젠   F 202512 (  10)| |00000.00|1|
3,|1FQW12|K,R41FQWC0007|,리노공업   F 202512 (  10)*| |00000.00|1
1,|1FRW12|K,R41FRWC0006|,BGF리테일  F 202512 (  10)| |00000.00|1|
1,|1FSW12|K,R41FSWC0005|,LS         F 202512 (  10)| |00000.00|1|
1,|1FTW12|K,R41FTWC0004|,대우건설   F 202512 (  10)| |00000.00|1|
1,|1FVW12|K,R41FVWC0000|,한화오션   F 202512 (  10)| |00000.00|1|
1,|1FWW12|K,R41FWWC0009|,대한전선   F 202512 (  10)| |00000.00|1|
1,|1FXW12|K,R41FXWC0008|,동서       F 202512 (  10)| |00000.00|1|
1,|1FZW12|K,R41FZWC0006|,롯데지주   F 202512 (  10)| |00000.00|1|
1,|1G0W12|K,R41G0WC0009|,씨에스윈드 F 202512 (  10)| |00000.00|1|
1,|1G1W12|K,R41G1WC0008|,CJ대한통운 F 202512 (  10)| |00000.00|1|
1,|1G2W12|K,R41G2WC0007|,에스디바이 F 202512 (  10)| |00000.00|1|
1,|1G3W12|K,R41G3WC0006|,한전기술   F 202512 (  10)| |00000.00|1|
1,|1G4W12|K,R41G4WC0005|,한솔케미칼 F 202512 (  10)| |00000.00|1|
1,|1G5W12|K,R41G5WC0004|,한진칼     F 202512 (  10)| |00000.00|1|
1,|1G6W12|K,R41G6WC0003|,현대로템   F 202512 (  10)| |00000.00|1|
3,|1G7W12|K,R41G7WC0002|,고영       F 202512 (  10)| |00000.00|1|
3,|1G8W12|K,R41G8WC0001|,덕산네오룩 F 202512 (  10)| |00000.00|1|
3,|1G9W12|K,R41G9WC0000|,리가켐바이 F 202512 (  10)| |00000.00|1|
3,|1GAW12|K,R41GAWC0004|,에스티팜   F 202512 (  10)| |00000.00|1|
3,|1GBW12|K,R41GBWC0003|,HK이노엔   F 202512 (  10)| |00000.00|1|
3,|1GCW12|K,R41GCWC0002|,이오테크닉 F 202512 (  10)| |00000.00|1|
3,|1GDW12|K,R41GDWC0001|,클래시스   F 202512 (  10)| |00000.00|1|
3,|1GEW12|K,R41GEWC0000|,티씨케이   F 202512 (  10)| |00000.00|1|
3,|1GFW12|K,R41GFWC0009|,피엔티     F 202512 (  10)| |00000.00|1|
3,|1GGW12|K,R41GGWC0008|,휴젤       F 202512 (  10)| |00000.00|1|
1,|1GHW12|K,R41GHWC0007|,HD현대일렉 F 202512 (  10)| |00000.00|1|
1,|1GJW12|K,R41GJWC0005|,JB금융지주 F 202512 (  10)| |00000.00|1|
1,|1GKW12|K,R41GKWC0002|,KG모빌리티 F 202512 (  10)| |00000.00|1|
1,|1GLW12|K,R41GLWC0001|,LS ELECTRI F 202512 (  10)| |00000.00|1|
1,|1GMW12|K,R41GMWC0000|,SK케미칼   F 202512 (  10)| |00000.00|1|
1,|1GNW04|K,R41GNW40002|,금양       F 202504 (  10)| |00000.00|1|
1,|1GNW05|K,R41GNW50001|,금양       F 202505 (  10)| |00000.00|2|
1,|1GNW06|K,R41GNW60000|,금양       F 202506 (  10)| |00000.00|3|
1,|1GNW09|K,R41GNW90007|,금양       F 202509 (  10)| |00000.00|4|
1,|1GNW12|K,R41GNWC0009|,금양       F 202512 (  10)| |00000.00|5|
1,|1GPW12|K,R41GPWC0007|,금호타이어 F 202512 (  10)| |00000.00|1|
1,|1GQW12|K,R41GQWC0006|,녹십자     F 202512 (  10)| |00000.00|1|
1,|1GRW12|K,R41GRWC0005|,대웅제약   F 202512 (  10)| |00000.00|1|
1,|1GSW12|K,R41GSWC0004|,덴티움     F 202512 (  10)| |00000.00|1|
1,|1GTW12|K,R41GTWC0003|,두산       F 202512 (  10)| |00000.00|1|
1,|1GVW12|K,R41GVWC0009|,롯데정밀화 F 202512 (  10)| |00000.00|1|
1,|1GWW12|K,R41GWWC0008|,롯데칠성   F 202512 (  10)| |00000.00|1|
1,|1GYW12|K,R41GYWC0006|,에스엘     F 202512 (  10)| |00000.00|1|
1,|1GZW12|K,R41GZWC0005|,에코프로머 F 202512 (  10)| |00000.00|1|
1,|1HAW12|K,R41HAWC0003|,오뚜기     F 202512 (  10)| |00000.00|1|
1,|1HBW12|K,R41HBWC0002|,종근당     F 202512 (  10)| |00000.00|1|
1,|1HCW12|K,R41HCWC0001|,코스모화학 F 202512 (  10)| |00000.00|1|
1,|1HDW12|K,R41HDWC0000|,코오롱인더 F 202512 (  10)| |00000.00|1|
1,|1HEW12|K,R41HEWC0009|,키움증권   F 202512 (  10)| |00000.00|1|
1,|1HGW12|K,R41HGWC0007|,HS효성첨단 F 202512 (  10)| |00000.00|1|
1,|1HHW12|K,R41HHWC0006|,효성티앤씨 F 202512 (  10)| |00000.00|1|
1,|1HJW12|K,R41HJWC0004|,미스토홀딩 F 202512 (  10)| |00000.00|1|
3,|1HKW12|K,R41HKWC0001|,골프존     F 202512 (  10)| |00000.00|1|
3,|1HLW12|K,R41HLWC0000|,넥스틴     F 202512 (  10)| |00000.00|1|
3,|1HMW12|K,R41HMWC0009|,메가스터디 F 202512 (  10)| |00000.00|1|
3,|1HNW12|K,R41HNWC0008|,원익QnC    F 202512 (  10)| |00000.00|1|
3,|1HPW12|K,R41HPWC0006|,유진테크   F 202512 (  10)| |00000.00|1|
3,|1HQW12|K,R41HQWC0005|,이녹스첨단 F 202512 (  10)| |00000.00|1|
3,|1HRW12|K,R41HRWC0004|,주성엔지니 F 202512 (  10)| |00000.00|1|
3,|1HSW12|K,R41HSWC0003|,파마리서치 F 202512 (  10)| |00000.00|1|
3,|1HTW12|K,R41HTWC0002|,피에스케이 F 202512 (  10)| |00000.00|1|
3,|1HVW12|K,R41HVWC0008|,하나머티리 F 202512 (  10)| |00000.00|1|
3,|1HWW12|K,R41HWWC0007|,하림지주   F 202512 (  10)| |00000.00|1|
1,|1HXW12|K,R41HXWC0006|,OCI        F 202512 (  10)| |00000.00|1|
1,|1HZW12|K,R41HZWC0004|,TCC스틸    F 202512 (  10)| |00000.00|1|
7,|1M0W12|K,R41M0WC0007|,KODEX 삼성그룹 F 202512| |00000.00|1|102
7,|1M1W12|K,R41M1WC0006|,TIGER 헬스케어 F 202512| |00000.00|1|143
7,|1M2W12|K,R41M2WC0005|,PLUS 고배당주  F 202512| |00000.00|1|161
7,|1M3W12|K,R41M3WC0004|,TIGER 차이나CSI300 F 202512| |00000.00|1
7,|1M4W12|K,R41M4WC0003|,KODEX Top5PlusTR   F 202512| |00000.00|1
7,|1M5W12|K,R41M5WC0002|,TIGER 나스닥100    F 202512| |00000.00|1
7,|1M6W12|K,R41M6WC0001|,PLUS K방산     F 202512| |00000.00|1|449
7,|1M7W12|K,R41M7WC0000|,SOL 조선TOP3플 F 202512| |00000.00|1|466
2,|40AW1201,|KR440AWC61S,3|TKG휴켐스  SP 2512-2601 (  10)| |00000
2,|40AW1202,|KR440AWC62S,1|TKG휴켐스  SP 2512-2602 (  10)| |00000
2,|40AW1203,|KR440AWC63S,9|TKG휴켐스  SP 2512-2603 (  10)| |00000
2,|40AW1204,|KR440AWC66S,2|TKG휴켐스  SP 2512-2606 (  10)| |00000
2,|40AW1205,|KR440AWC69S,6|TKG휴켐스  SP 2512-2609 (  10)| |00000
2,|40BW1201,|KR440BWC61S,1|녹십자홀딩 SP 2512-2601 (  10)| |00000
2,|40BW1202,|KR440BWC62S,9|녹십자홀딩 SP 2512-2602 (  10)| |00000
2,|40BW1203,|KR440BWC63S,7|녹십자홀딩 SP 2512-2603 (  10)| |00000
2,|40BW1204,|KR440BWC66S,0|녹십자홀딩 SP 2512-2606 (  10)| |00000
2,|40BW1205,|KR440BWC69S,4|녹십자홀딩 SP 2512-2609 (  10)| |00000
2,|40CW1201,|KR440CWC61S,9|대웅       SP 2512-2601 (  10)| |00000
2,|40CW1202,|KR440CWC62S,7|대웅       SP 2512-2602 (  10)| |00000
2,|40CW1203,|KR440CWC63S,5|대웅       SP 2512-2603 (  10)| |00000
2,|40CW1204,|KR440CWC66S,8|대웅       SP 2512-2606 (  10)| |00000
2,|40CW1205,|KR440CWC69S,2|대웅       SP 2512-2609 (  10)| |00000
2,|40DW1201,|KR440DWC61S,7|더블유게임 SP 2512-2601 (  10)| |00000
2,|40DW1202,|KR440DWC62S,5|더블유게임 SP 2512-2602 (  10)| |00000
2,|40DW1203,|KR440DWC63S,3|더블유게임 SP 2512-2603 (  10)| |00000
2,|40DW1204,|KR440DWC66S,6|더블유게임 SP 2512-2606 (  10)| |00000
2,|40DW1205,|KR440DWC69S,0|더블유게임 SP 2512-2609 (  10)| |00000
2,|40EW1201,|KR440EWC61S,5|동원시스템 SP 2512-2601 (  10)| |00000
2,|40EW1202,|KR440EWC62S,3|동원시스템 SP 2512-2602 (  10)| |00000
2,|40EW1203,|KR440EWC63S,1|동원시스템 SP 2512-2603 (  10)| |00000
2,|40EW1204,|KR440EWC66S,4|동원시스템 SP 2512-2606 (  10)| |00000
2,|40EW1205,|KR440EWC69S,8|동원시스템 SP 2512-2609 (  10)| |00000
2,|40FW1201,|KR440FWC61S,2|두산로보틱 SP 2512-2601 (  10)| |00000
2,|40FW1202,|KR440FWC62S,0|두산로보틱 SP 2512-2602 (  10)| |00000
2,|40FW1203,|KR440FWC63S,8|두산로보틱 SP 2512-2603 (  10)| |00000
2,|40FW1204,|KR440FWC66S,1|두산로보틱 SP 2512-2606 (  10)| |00000
2,|40FW1205,|KR440FWC69S,5|두산로보틱 SP 2512-2609 (  10)| |00000
2,|40HW1201,|KR440HWC61S,8|롯데웰푸드 SP 2512-2601 (  10)| |00000
2,|40HW1202,|KR440HWC62S,6|롯데웰푸드 SP 2512-2602 (  10)| |00000
2,|40HW1203,|KR440HWC63S,4|롯데웰푸드 SP 2512-2603 (  10)| |00000
2,|40HW1204,|KR440HWC66S,7|롯데웰푸드 SP 2512-2606 (  10)| |00000
