stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas,code,date,stck_clpr_float,stck_oprc_float,stck_hgpr_float,stck_lwpr_float,acml_vol_float,acml_tr_pbmn_float
20250905,43368,43329,43503,43204,8883009,385167831556,00,0.00,N,2,174,,069500,2025-09-05,43368.0,43329.0,43503.0,43204.0,8883009.0,385167831556.0
20250908,43538,43468,43563,43334,7233698,314546250830,00,0.00,N,2,169,,069500,2025-09-08,43538.0,43468.0,43563.0,43334.0,7233698.0,314546250830.0
20250909,44132,43663,44181,43543,11820283,520070288670,00,0.00,N,2,593,,069500,2025-09-09,44132.0,43663.0,44181.0,43543.0,11820283.0,520070288670.0
20250910,45059,44291,45134,44291,15007377,674225824310,00,0.00,N,2,927,,069500,2025-09-10,45059.0,44291.0,45134.0,44291.0,15007377.0,674225824310.0
20250911,45354,45329,45503,44984,10392789,470789633641,00,0.00,N,2,294,,069500,2025-09-11,45354.0,45329.0,45503.0,44984.0,10392789.0,470789633641.0
20250912,46271,45872,46336,45758,11668907,539018459800,00,0.00,N,2,917,,069500,2025-09-12,46271.0,45872.0,46336.0,45758.0,11668907.0,539018459800.0
20250915,46546,46610,46800,46301,11090411,516437202434,00,0.00,N,2,274,,069500,2025-09-15,46546.0,46610.0,46800.0,46301.0,11090411.0,516437202434.0
20250916,47304,46640,47379,46591,9874035,465858519947,00,0.00,N,2,758,,069500,2025-09-16,47304.0,46640.0,47379.0,46591.0,9874035.0,465858519947.0
20250917,46725,47024,47024,46596,11737030,549075231776,00,0.00,N,5,-578,,069500,2025-09-17,46725.0,47024.0,47024.0,46596.0,11737030.0,549075231776.0
20250918,47543,47054,47578,46850,11745394,556361390086,00,0.00,N,2,817,,069500,2025-09-18,47543.0,47054.0,47578.0,46850.0,11745394.0,556361390086.0
20250919,47369,47623,47748,47244,10679795,506259586774,00,0.00,N,5,-174,,069500,2025-09-19,47369.0,47623.0,47748.0,47244.0,10679795.0,506259586774.0
20250922,47833,47648,48102,47628,12268617,587413435959,00,0.00,N,2,463,,069500,2025-09-22,47833.0,47648.0,48102.0,47628.0,12268617.0,587413435959.0
20250923,48217,48192,48346,47882,10959634,527754822229,00,0.00,N,2,384,,069500,2025-09-23,48217.0,48192.0,48346.0,47882.0,10959634.0,527754822229.0
20250924,48067,48266,48406,47628,12646639,606991781291,00,0.00,N,5,-149,,069500,2025-09-24,48067.0,48266.0,48406.0,47628.0,12646639.0,606991781291.0
20250925,48082,47793,48197,47728,11198866,538271149680,00,0.00,N,2,14,,069500,2025-09-25,48082.0,47793.0,48197.0,47728.0,11198866.0,538271149680.0
20250926,46930,47583,47608,46566,14061725,659966060823,00,0.00,N,5,-1152,,069500,2025-09-26,46930.0,47583.0,47608.0,46566.0,14061725.0,659966060823.0
20250929,47648,47244,47740,47244,8516067,405414686127,00,0.00,N,2,718,,069500,2025-09-29,47648.0,47244.0,47740.0,47244.0,8516067.0,405414686127.0
20250930,47518,47628,47783,47433,6907354,328655474772,00,0.00,N,5,-129,,069500,2025-09-30,47518.0,47628.0,47783.0,47433.0,6907354.0,328655474772.0
20251001,48017,47728,48092,47728,6050180,290046363244,00,0.00,N,2,498,,069500,2025-10-01,48017.0,47728.0,48092.0,47728.0,6050180.0,290046363244.0
20251002,49449,49184,49947,49010,19697756,977288053182,00,0.00,N,2,1431,,069500,2025-10-02,49449.0,49184.0,49947.0,49010.0,19697756.0,977288053182.0
20251010,50705,50376,50935,50052,15994297,809539660474,00,0.00,N,2,1256,,069500,2025-10-10,50705.0,50376.0,50935.0,50052.0,15994297.0,809539660474.0
20251013,50242,49658,50242,49274,12590655,629005194756,00,0.00,N,5,-463,,069500,2025-10-13,50242.0,49658.0,50242.0,49274.0,12590655.0,629005194756.0
20251014,49733,50491,51219,49344,18313897,919623895029,00,0.00,N,5,-508,,069500,2025-10-14,49733.0,50491.0,51219.0,49344.0,18313897.0,919623895029.0
20251015,51114,49977,51154,49932,14747142,749226452628,00,0.00,N,2,1381,,069500,2025-10-15,51114.0,49977.0,51154.0,49932.0,14747142.0,749226452628.0
20251016,52456,51194,52456,51194,17588376,918376243568,00,0.00,N,2,1341,,069500,2025-10-16,52456.0,51194.0,52456.0,51194.0,17588376.0,918376243568.0
20251017,52606,52232,53319,52122,15769633,830726360303,00,0.00,N,2,149,,069500,2025-10-17,52606.0,52232.0,53319.0,52122.0,15769633.0,830726360303.0
20251020,53568,53060,53588,52237,13846823,736721701812,00,0.00,N,2,962,,069500,2025-10-20,53568.0,53060.0,53588.0,52237.0,13846823.0,736721701812.0
20251021,53683,54052,54815,53534,16963019,917263415109,00,0.00,N,2,114,,069500,2025-10-21,53683.0,54052.0,54815.0,53534.0,16963019.0,917263415109.0
20251022,54292,53514,54297,53005,15645123,843717730368,00,0.00,N,2,608,,069500,2025-10-22,54292.0,53514.0,54297.0,53005.0,15645123.0,843717730368.0
20251023,53718,53489,54616,53319,13537943,729896922080,00,0.00,N,5,-573,,069500,2025-10-23,53718.0,53489.0,54616.0,53319.0,13537943.0,729896922080.0
20251024,55120,54421,55229,54262,15975003,876662953828,00,0.00,N,2,1401,,069500,2025-10-24,55120.0,54421.0,55229.0,54262.0,15975003.0,876662953828.0
20251027,56636,56017,56651,55948,18700485,1056065100189,00,0.00,N,2,1516,,069500,2025-10-27,56636.0,56017.0,56651.0,55948.0,18700485.0,1056065100189.0
20251028,56072,56202,56242,55504,13195176,737180711354,00,0.00,N,5,-563,,069500,2025-10-28,56072.0,56202.0,56242.0,55504.0,13195176.0,737180711354.0
20251029,57244,56761,57274,56012,14637659,831884675220,00,0.00,N,2,1172,,069500,2025-10-29,57244.0,56761.0,57274.0,56012.0,14637659.0,831884675220.0
20251030,57445,57830,58365,57247,23644899,1366272704953,03,-0.24,N,2,200,,069500,2025-10-30,57445.0,57830.0,58365.0,57247.0,23644899.0,1366272704953.0
20251031,58145,57600,58180,57155,18545471,1074566883173,00,0.00,N,2,700,,069500,2025-10-31,58145.0,57600.0,58180.0,57155.0,18545471.0,1074566883173.0
20251103,59930,58285,59930,58120,19716764,1173811163085,00,0.00,N,2,1785,,069500,2025-11-03,59930.0,58285.0,59930.0,58120.0,19716764.0,1173811163085.0
20251104,58280,59920,60010,58245,23332296,1373425043100,00,0.00,N,5,-1650,,069500,2025-11-04,58280.0,59920.0,60010.0,58245.0,23332296.0,1373425043100.0
20251105,56665,57175,57280,54470,33965758,1901066757360,00,0.00,N,5,-1615,,069500,2025-11-05,56665.0,57175.0,57280.0,54470.0,33965758.0,1901066757360.0
20251106,56975,58030,58222,56255,17605598,1007027919750,00,0.00,N,2,310,,069500,2025-11-06,56975.0,58030.0,58222.0,56255.0,17605598.0,1007027919750.0
20251107,55945,55945,57135,54975,22145417,1238030472446,00,0.00,N,5,-1030,,069500,2025-11-07,55945.0,55945.0,57135.0,54975.0,22145417.0,1238030472446.0
20251110,57655,56510,58000,56355,13611878,781955309160,00,0.00,N,2,1710,,069500,2025-11-10,57655.0,56510.0,58000.0,56355.0,13611878.0,781955309160.0
20251111,58195,58450,59530,57660,18535780,1085672931482,00,0.00,N,2,540,,069500,2025-11-11,58195.0,58450.0,59530.0,57660.0,18535780.0,1085672931482.0
20251112,58800,58145,58950,57850,12427003,728605226867,00,0.00,N,2,605,,069500,2025-11-12,58800.0,58145.0,58950.0,57850.0,12427003.0,728605226867.0
20251113,59070,58390,59360,58355,12559276,740682321415,00,0.00,N,2,270,,069500,2025-11-13,59070.0,58390.0,59360.0,58355.0,12559276.0,740682321415.0
20251114,56510,57315,57700,56510,17102399,975416954354,00,0.00,N,5,-2560,,069500,2025-11-14,56510.0,57315.0,57700.0,56510.0,17102399.0,975416954354.0
20251117,57715,57400,57795,57075,11984469,690220225351,00,0.00,N,2,1205,,069500,2025-11-17,57715.0,57400.0,57795.0,57075.0,11984469.0,690220225351.0
20251118,55800,56980,57490,55730,15573977,875123327993,00,0.00,N,5,-1915,,069500,2025-11-18,55800.0,56980.0,57490.0,55730.0,15573977.0,875123327993.0
20251119,55410,55925,55957,54330,18569595,1028144696086,00,0.00,N,5,-390,,069500,2025-11-19,55410.0,55925.0,55957.0,54330.0,18569595.0,1028144696086.0
20251120,56600,57030,57490,56500,16962616,966872195735,00,0.00,N,2,1190,,069500,2025-11-20,56600.0,57030.0,57490.0,56500.0,16962616.0,966872195735.0
20251121,54225,54185,54645,53925,20274935,1099608281548,00,0.00,N,5,-2375,,069500,2025-11-21,54225.0,54185.0,54645.0,53925.0,20274935.0,1099608281548.0
20251124,54210,55200,55365,54125,15174652,828864560271,00,0.00,N,5,-15,,069500,2025-11-24,54210.0,55200.0,55365.0,54125.0,15174652.0,828864560271.0
20251125,54605,55745,55920,54235,13967143,767441433738,00,0.00,N,2,395,,069500,2025-11-25,54605.0,55745.0,55920.0,54235.0,13967143.0,767441433738.0
20251126,56080,55080,56080,54720,14646050,815623302174,00,0.00,N,2,1475,,069500,2025-11-26,56080.0,55080.0,56080.0,54720.0,14646050.0,815623302174.0
20251127,56475,56590,57150,56215,12038706,681780144401,00,0.00,N,2,395,,069500,2025-11-27,56475.0,56590.0,57150.0,56215.0,12038706.0,681780144401.0
20251128,55650,56740,56740,55555,11190217,624986409800,00,0.00,N,5,-825,,069500,2025-11-28,55650.0,56740.0,56740.0,55555.0,11190217.0,624986409800.0
20251201,55575,56210,56425,55075,7305455,406487363692,00,0.00,N,5,-75,,069500,2025-12-01,55575.0,56210.0,56425.0,55075.0,7305455.0,406487363692.0
