Date,Close
2019-07-24,9503.0
2019-07-25,9527.0
2019-07-26,9560.0
2019-07-29,9551.0
2019-07-30,9532.0
2019-07-31,9551.0
2019-08-01,9589.0
2019-08-02,9660.0
2019-08-05,9822.0
2019-08-06,9817.0
2019-08-07,9812.0
2019-08-08,9769.0
2019-08-09,9769.0
2019-08-12,9817.0
2019-08-13,9869.0
2019-08-14,9807.0
2019-08-16,9793.0
2019-08-19,9784.0
2019-08-20,9765.0
2019-08-21,9722.0
2019-08-22,9760.0
2019-08-23,9784.0
2019-08-26,9841.0
2019-08-27,9798.0
2019-08-28,9803.0
2019-08-29,9826.0
2019-08-30,9788.0
2019-09-02,9779.0
2019-09-03,9817.0
2019-09-04,9760.0
2019-09-05,9670.0
2019-09-06,9670.0
2019-09-09,9622.0
2019-09-10,9627.0
2019-09-11,9612.0
2019-09-16,9546.0
2019-09-17,9603.0
2019-09-18,9612.0
2019-09-19,9631.0
2019-09-20,9589.0
2019-09-23,9636.0
2019-09-24,9636.0
2019-09-25,9679.0
2019-09-26,9679.0
2019-09-27,9684.0
2019-09-30,9670.0
2019-10-01,9684.0
2019-10-02,9750.0
2019-10-04,9670.0
2019-10-07,9670.0
2019-10-08,9650.0
2019-10-10,9674.0
2019-10-11,9617.0
2019-10-14,9570.0
2019-10-15,9570.0
2019-10-16,9598.0
2019-10-17,9598.0
2019-10-18,9546.0
2019-10-21,9475.0
2019-10-22,9451.0
2019-10-23,9475.0
2019-10-24,9489.0
2019-10-25,9479.0
2019-10-28,9470.0
2019-10-29,9403.0
2019-10-30,9460.0
2019-10-31,9427.0
2019-11-01,9436.0
2019-11-04,9384.0
2019-11-05,9360.0
2019-11-06,9351.0
2019-11-07,9384.0
2019-11-08,9375.0
2019-11-11,9417.0
2019-11-12,9403.0
2019-11-13,9446.0
2019-11-14,9451.0
2019-11-15,9441.0
2019-11-18,9422.0
2019-11-19,9455.0
2019-11-20,9479.0
2019-11-21,9546.0
2019-11-22,9541.0
2020-06-29,9784.0
2020-06-30,9803.0
2020-07-01,9812.0
2020-07-02,9779.0
2020-07-03,9774.0
2020-07-06,9750.0
2020-07-07,9755.0
2020-07-08,9746.0
2020-07-09,9755.0
2020-07-10,9817.0
2020-07-13,9788.0
2020-07-14,9817.0
2020-07-15,9793.0
2020-07-16,9812.0
2020-07-17,9831.0
2020-07-20,9803.0
2020-07-21,9779.0
2020-07-22,9741.0
2020-07-23,9760.0
2020-07-24,9793.0
2020-07-27,9769.0
2020-07-28,9765.0
2020-07-29,9731.0
2020-07-30,9727.0
2020-07-31,9703.0
2020-08-03,9722.0
2020-08-04,9746.0
2020-08-05,9698.0
2020-08-06,9660.0
2020-08-07,9646.0
2020-08-10,9674.0
2020-08-11,9655.0
2020-08-12,9665.0
2020-08-13,9646.0
2020-08-14,9660.0
2020-08-18,9660.0
2020-08-19,9636.0
2020-08-20,9679.0
2020-08-21,9684.0
2020-08-24,9698.0
2020-08-25,9660.0
2020-08-26,9693.0
2020-08-27,9679.0
2020-08-28,9641.0
2020-08-31,9679.0
2020-09-01,9665.0
2020-09-02,9674.0
2020-09-03,9689.0
2020-09-04,9712.0
2020-09-07,9698.0
2020-09-08,9684.0
2020-09-09,9708.0
2020-09-10,9670.0
2020-09-11,9689.0
2020-09-14,9660.0
2020-09-15,9622.0
2020-09-16,9598.0
2020-09-17,9584.0
2020-09-18,9465.0
2020-09-21,9446.0
2020-09-22,9494.0
2020-09-23,9503.0
2020-09-24,9560.0
2020-09-25,9570.0
2020-09-28,9570.0
2020-09-29,9541.0
2020-10-05,9494.0
2020-10-06,9460.0
2020-10-07,9460.0
2020-10-08,9413.0
2020-10-12,9360.0
2020-10-13,9360.0
2020-10-14,9351.0
2020-10-15,9332.0
2020-10-16,9351.0
2020-10-19,9318.0
2020-10-20,9289.0
2020-10-21,9227.0
2020-10-22,9237.0
2020-10-23,9237.0
2020-10-26,9199.0
2020-10-27,9175.0
2020-10-28,9203.0
2020-10-29,9218.0
2020-10-30,9237.0
2020-11-02,9241.0
2020-11-03,9237.0
2020-11-04,9256.0
2020-11-05,9203.0
2020-11-06,9137.0
2020-11-09,9075.0
2020-11-10,9075.0
2020-11-11,9046.0
2020-11-12,9065.0
2020-11-13,9094.0
2020-11-16,9032.0
2020-11-17,9018.0
2020-11-18,8999.0
2020-11-19,9070.0
2020-11-20,9075.0
2021-06-29,9227.0
2021-06-30,9203.0
2021-07-01,9237.0
2021-07-02,9251.0
2021-07-05,9227.0
