as_of_date,etf_code,benchmark_code,risk_free_rate,inception_date,vol_annual,mdd,sharpe,sortino,beta,alpha,tracking_error,avg_volume_20d,mdd_3Y,mdd_5Y,mdd_since_inception,return_1M,return_3M,return_6M,return_1Y,return_3Y,return_5Y,return_YTD,relative_return_1M,relative_return_3M,relative_return_6M,relative_return_1Y,relative_return_3Y,relative_return_5Y,dd_mdd,dd_avg_drawdown,dd_drawdown_std,dd_time_underwater_pct,dd_current_drawdown,dd_mdd_peak_date,dd_mdd_trough_date,dd_mdd_recovery_date,dd_mdd_value,dd_days_to_trough,dd_days_to_recovery
2024-12-30,069500,2001,0.03,,0.1832875489338698,-0.2054981578337155,0.29335865564105335,0.38902280103015324,0.909626020376396,-0.01898348827199701,0.05515711561158265,6903966.25,,,,-0.03635748970434538,-0.09837244076374507,-0.15119112073632845,-0.0460616386260605,,,-0.09368135044513681,0.004764851523592184,-0.017139785814623498,-0.006903137106377133,-0.030756148478580658,,,-0.2054981578337155,-0.050910788966455976,0.05259586502479972,0.8895705521472392,-0.1921521139824286,2024-07-11,2024-12-09,,-0.2054981578337155,,
